,Date,Time,Elat,Elon,Dep,Tag,F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F12,F13,y
5376,2020-04-03,15:14:46.40,40.741,-112.076,8.0,eq,,,,,,,,,,,,,,1
1684,2015-11-05,19:09:46.30,37.009,-113.555,-2.0,ex,-0.09,,0.13,,-117.0,,12.97,,,,,,0.48,0
4221,2020-03-18,23:15:13.13,40.77,-112.087,9.1,eq,0.04,0.5,0.37,-128.7,-139.6,16.51,15.72,-0.01,-0.02,-0.04,-0.08,-0.28,-0.19,1
8364,2022-03-03,07:07:13.09,39.425,-110.311,-1.8,mis,-0.31,-0.01,0.14,-78.9,-90.2,13.88,12.58,0.1,0.17,0.18,,0.41,0.6,2
4719,2020-03-20,08:54:04.67,40.761,-112.053,7.4,eq,-0.04,0.48,0.35,-122.0,-139.8,16.46,17.14,0.01,-0.03,-0.03,-0.11,-0.1,-0.24,1
1144,2014-09-23,15:12:50.56,41.658,-111.674,15.8,eq,,,,,,,,,,,,,,1
9026,2022-08-24,22:57:04.84,39.434,-110.317,-1.1,mis,-0.37,,,,,,,,,,,,,2
3540,2019-06-16,09:55:40.67,38.162,-113.031,11.6,eq,,,,,,,,,,,,,,1
2257,2017-02-21,00:31:10.67,40.82,-111.875,-2.0,ex,-0.62,,,,,,,,,,,,,0
416,2013-06-20,17:46:30.57,38.958,-112.959,-2.0,ex,,1.32,0.89,-70.2,-85.0,13.85,12.17,,,,,,,0
8979,2022-08-17,22:18:05.05,40.75,-112.063,8.7,eq,-0.06,0.66,0.78,-102.1,-127.9,14.96,14.79,,-0.12,-0.11,-0.17,,0.06,1
213,2013-01-29,22:11:40.81,38.114,-109.141,-2.0,ex,,,,,,,,,,,,,,0
500,2013-08-19,04:08:25.40,39.402,-111.923,16.4,eq,0.46,,1.1,,-93.8,,14.51,,,,,,,1
1457,2015-06-10,18:08:51.96,41.127,-112.905,-1.5,ex,-0.12,,,,,,,,,,,,,0
4743,2020-03-20,12:44:43.87,40.737,-112.075,10.6,eq,,,,,,,,,,,,,,1
5056,2020-03-23,10:59:08.22,40.739,-112.047,9.1,eq,,,,,,,,,,,,,,1
1929,2016-06-04,20:48:50.73,40.511,-112.155,-2.0,ex,-0.07,0.37,0.34,-96.4,-148.0,13.26,12.33,0.24,0.2,0.27,0.28,0.23,0.25,0
3799,2020-03-18,13:32:29.85,40.756,-112.051,9.5,eq,-0.71,-0.65,-0.72,-144.2,-164.5,16.62,16.25,-0.07,-0.08,-0.08,-0.07,0.06,0.08,1
7461,2021-09-01,03:54:54.05,39.424,-110.306,-1.4,mis,,0.21,0.3,-97.6,-139.5,13.14,12.47,0.06,0.34,0.2,,,,2
8378,2022-03-07,20:17:59.31,39.417,-110.31,-2.1,mis,,,,,,,,,,,,,,2
7790,2021-10-19,03:03:34.40,39.428,-110.313,-1.1,mis,,,0.23,,-135.8,,12.54,,,,,,,2
6642,2020-10-15,05:36:23.27,40.712,-112.054,9.8,eq,0.07,0.67,0.68,-119.1,-133.8,15.32,14.51,-0.02,-0.04,-0.02,-0.02,-0.2,-0.13,1
4702,2020-03-20,06:36:01.82,40.782,-112.076,8.9,eq,,,,,,,,,,,,,,1
1397,2015-04-20,22:04:14.78,38.465,-113.071,-2.0,ex,,,0.27,,-69.6,,12.62,,,,,,,0
4302,2020-03-19,02:08:55.90,40.74,-112.037,9.3,eq,,,,,,,,,,,,,,1
7074,2021-05-12,16:06:32.54,39.42,-110.323,-1.4,mis,,,,,,,,,,,,,,2
9626,2023-08-30,03:19:01.08,37.182,-112.894,20.5,eq,0.25,0.73,0.6,-141.1,-122.1,16.2,15.1,,,,,,-0.37,1
4613,2020-03-19,19:49:51.01,40.745,-112.04,7.7,eq,,,,,,,,,,,,,,1
8761,2022-07-19,18:09:36.82,39.437,-110.309,-1.9,mis,-0.44,-0.21,-0.2,-92.6,-117.7,13.68,13.18,-0.01,0.13,0.17,0.2,,0.58,2
3075,2018-12-30,21:17:27.41,38.43,-112.85,5.2,eq,,,,,,,,,,,,,,1
5501,2020-04-10,00:51:09.90,38.467,-112.816,4.4,eq,,,,,,,,,,,,,,1
4113,2020-03-18,19:22:40.02,40.762,-112.052,9.1,eq,0.03,0.43,0.31,-132.5,-143.5,16.07,16.05,0.01,-0.1,-0.08,-0.1,-0.23,-0.17,1
1459,2015-06-11,02:04:56.77,36.899,-112.973,23.0,eq,0.37,,0.82,,-125.9,,15.44,,-0.26,-0.23,-0.26,,-0.3,1
4864,2020-03-21,10:22:48.77,40.739,-112.06,9.5,eq,,,,,,,,,,,,,,1
4193,2020-03-18,22:02:14.11,40.74,-112.055,6.5,eq,,,,,,,,,,,,,,1
2826,2018-04-18,19:59:53.19,41.124,-112.924,-1.5,ex,-0.12,,0.38,,-107.7,,13.74,,,,,,,0
2096,2016-09-28,16:32:16.34,38.74,-111.656,16.0,eq,,,,,,,,,,,,,,1
6150,2020-06-02,23:59:50.06,40.736,-112.069,9.9,eq,,,,,,,,,,,,,,1
8092,2022-01-07,10:55:48.53,40.745,-112.046,7.9,eq,-0.06,,0.7,,-108.5,,14.8,,,,,,,1
2185,2016-12-06,21:59:59.23,39.929,-111.979,8.2,eq,,0.97,0.54,-104.9,-87.1,14.34,14.14,,,0.26,0.23,,,1
2013,2016-08-14,15:46:32.74,38.847,-111.498,11.9,eq,,,0.7,,-125.7,,14.35,,,,,,,1
5527,2020-04-12,01:56:31.37,40.758,-112.043,7.8,eq,,,,,,,,,,,,,,1
3621,2019-09-30,17:44:21.50,36.99,-113.504,10.6,eq,,,0.42,,-126.6,,15.69,,,,,,,1
2432,2017-06-26,16:08:24.23,40.471,-111.934,5.7,eq,,,0.73,,-144.3,,13.56,,,,,,0.17,1
983,2014-06-19,19:43:19.25,40.593,-111.584,10.5,eq,0.52,,,,,,,,,,,,,1
1918,2016-05-27,08:04:38.64,42.148,-112.094,10.4,eq,0.4,,1.0,,-107.1,,14.02,,,,,,,1
8105,2022-01-11,17:53:59.30,39.416,-110.319,-0.9,mis,,,,,,,,,,,,,,2
5416,2020-04-05,10:19:38.14,40.738,-112.071,9.8,eq,,,,,,,,,,,,,,1
2349,2017-05-09,21:10:02.62,39.558,-112.204,-2.0,ex,-0.3,,0.57,,-96.7,,11.74,,,,,,,0
8184,2022-01-28,01:46:02.77,39.418,-110.307,-2.0,mis,,,0.14,,-151.2,,11.96,,,,,,0.41,2
1523,2015-07-28,18:56:17.80,40.397,-111.979,-2.0,ex,-0.12,,,,,,,,,,,,,0
8887,2022-08-04,23:46:10.96,39.428,-110.308,-1.3,mis,-0.34,0.14,0.28,-119.4,-143.8,13.37,12.71,0.04,0.24,0.12,,,0.53,2
6028,2020-05-18,10:17:50.77,40.738,-112.063,9.6,eq,,,,,,,,,,,,,,1
4781,2020-03-20,22:37:23.81,40.755,-112.063,8.3,eq,0.03,,0.76,,-88.0,,14.61,,,,,,,1
2899,2018-06-13,23:13:24.56,37.123,-112.393,16.0,eq,0.13,,0.31,,-105.7,,14.83,,,,,,,1
2317,2017-04-05,17:00:47.15,41.21,-112.88,-2.0,ex,,,0.21,,-81.6,,13.46,,,,,,,0
442,2013-07-09,04:01:54.06,40.488,-111.35,11.8,eq,0.16,0.67,0.69,-111.0,-145.9,15.42,14.52,-0.12,-0.14,-0.11,-0.08,-0.01,0.0,1
3633,2019-10-20,08:24:32.26,36.925,-113.059,23.9,eq,0.35,,0.72,,-120.2,,16.58,,,,,,-0.57,1
6572,2020-09-05,23:50:48.32,38.422,-112.858,4.7,eq,,,,,,,,,,,,,,1
9441,2023-04-13,15:58:14.15,37.439,-113.118,8.0,eq,,,,,,,,,,,,,,1
6107,2020-05-28,09:00:56.77,38.761,-111.495,5.6,eq,-0.31,0.53,0.28,-135.3,-109.5,15.02,14.33,,0.15,0.07,0.1,,-0.12,1
341,2013-04-29,21:15:30.59,40.193,-111.808,-2.0,ex,-0.38,,,,,,,,,,,,,0
5580,2020-04-15,02:58:26.32,40.731,-112.065,8.4,eq,,,,,,,,,,,,,,1
3041,2018-11-27,00:42:49.46,41.745,-112.811,6.3,eq,,,0.92,,-110.4,,14.31,,,,,,-0.36,1
8808,2022-07-25,22:46:14.29,39.436,-110.308,-1.8,mis,-0.36,,0.19,,-142.4,,12.54,,,,,,,2
6898,2021-03-06,06:31:15.38,40.364,-111.436,7.4,eq,0.03,0.49,0.33,-154.6,-148.8,15.78,15.8,0.03,0.01,0.04,0.01,0.17,0.13,1
7075,2021-05-12,18:09:17.17,39.419,-110.316,-1.4,mis,,,,,,,,,,,,,,2
5340,2020-04-02,00:20:10.24,40.737,-112.03,10.6,eq,,,,,,,,,,,,,,1
3993,2020-03-18,16:56:22.18,40.747,-112.042,7.4,eq,-0.23,,0.35,,-101.6,,14.66,,,,,,,1
8222,2022-02-08,06:02:25.31,39.421,-110.308,-1.9,mis,,,0.37,,-94.8,,12.45,,,,,,,2
5349,2020-04-02,13:59:07.63,40.747,-112.082,6.5,eq,,,,,,,,,,,,,,1
5413,2020-04-05,06:45:26.83,40.728,-112.063,8.8,eq,,,,,,,,,,,,,,1
5940,2020-05-06,10:03:35.85,40.757,-112.085,8.7,eq,,,,,,,,,,,,,,1
8190,2022-01-31,04:10:35.34,40.702,-112.085,10.9,eq,0.08,0.74,0.54,-125.1,-144.3,15.78,14.97,-0.17,-0.17,-0.17,-0.14,-0.21,-0.07,1
9311,2022-11-25,08:38:45.66,40.726,-111.469,11.6,eq,,,,,,,,,,,,,,1
8219,2022-02-07,21:29:21.50,37.791,-113.367,8.7,eq,,,,,,,,,,,,,,1
6456,2020-07-25,14:54:40.43,37.068,-112.557,18.1,eq,0.17,0.47,0.43,-123.4,-123.1,15.18,15.34,-0.06,-0.16,-0.27,-0.26,-0.58,-0.28,1
1247,2014-12-21,16:44:12.67,40.754,-112.076,4.9,eq,,,,,,,,,,,,,,1
4721,2020-03-20,09:01:14.80,40.752,-112.055,7.8,eq,,,,,,,,,,,,,,1
340,2013-04-29,21:06:29.15,40.528,-112.171,-2.0,ex,0.15,0.47,0.24,-73.6,-77.3,13.36,13.52,,0.25,,,,,0
8871,2022-08-04,03:44:14.64,39.428,-110.297,-1.9,mis,,-0.11,0.18,-113.3,-116.8,14.08,12.56,,,,,,0.22,2
9203,2022-09-20,21:15:36.26,39.43,-110.32,-1.1,mis,-0.44,0.19,0.06,-101.6,-64.1,13.24,13.15,,,,,0.24,,2
917,2014-05-15,11:54:57.77,41.569,-111.696,9.3,eq,0.21,,1.07,,-102.6,,14.63,,,,,,,1
9792,2023-12-08,18:35:16.92,37.433,-113.122,10.2,eq,0.02,0.35,0.17,-109.9,-110.3,14.54,15.63,,,,,,-0.47,1
1481,2015-06-26,23:51:15.53,37.077,-112.917,19.0,eq,0.01,,0.59,,-102.8,,14.24,,,,,,,1
5807,2020-04-22,15:42:38.67,40.749,-112.09,7.5,eq,,,,,,,,,,,,,,1
848,2014-03-31,19:42:15.59,40.806,-111.925,-2.0,ex,-0.57,,,,,,,,,,,,,0
5758,2020-04-18,21:59:50.66,40.714,-112.078,9.1,eq,0.33,,1.04,,-90.3,,13.36,,,,,,,1
7502,2021-09-08,05:06:20.93,39.426,-110.298,-2.1,mis,-0.3,,0.2,,-154.6,,12.57,,,,,,0.67,2
4534,2020-03-19,12:54:40.97,40.741,-112.035,8.8,eq,0.29,,,,,,,,,,,,,1
8215,2022-02-06,09:43:34.54,37.392,-113.849,9.7,eq,,,,,,,,,,,,,,1
3292,2019-02-25,03:43:05.13,40.475,-111.933,7.1,eq,0.23,0.77,0.8,-100.5,-111.9,15.9,14.75,,,-0.13,0.1,,0.2,1
519,2013-08-28,17:58:54.02,40.49,-112.17,-2.0,ex,-0.01,0.27,0.5,-99.0,-119.3,13.69,12.28,0.06,0.01,0.27,0.09,0.13,0.39,0
2889,2018-06-07,00:45:25.20,40.512,-112.169,-2.0,ex,-0.01,-0.15,0.54,-59.7,-134.5,14.61,12.06,0.02,0.16,0.17,-0.08,0.24,0.24,0
2172,2016-11-23,20:48:40.37,40.393,-111.965,-2.0,ex,0.07,,,,,,,,,,,,,0
2907,2018-06-19,23:33:46.95,40.823,-111.885,-2.0,ex,-0.68,0.05,-0.53,-73.3,-96.7,13.42,13.4,,,,,,,0
5256,2020-03-29,10:21:14.49,40.784,-112.096,9.7,eq,0.24,0.77,0.91,-126.1,-139.9,16.12,15.31,-0.01,-0.04,-0.06,-0.04,-0.14,-0.04,1
3720,2020-01-14,05:53:06.62,40.758,-111.632,9.6,eq,,,,,,,,,,,,,,1
3199,2019-02-16,03:05:15.85,40.464,-111.934,7.7,eq,,,,,,,,,,,,,,1
3413,2019-04-01,00:21:21.26,36.98,-113.506,10.9,eq,,,0.3,,-111.5,,14.36,,,,,,-0.32,1
8088,2022-01-06,21:58:44.80,38.194,-112.573,9.5,eq,,,0.57,,-123.4,,14.49,,,,,,0.03,1
1549,2015-08-10,15:22:00.91,40.74,-111.611,10.3,eq,0.02,,0.79,,-89.9,,13.81,,,,,,,1
6638,2020-10-13,19:10:39.03,36.962,-112.889,18.0,eq,-0.16,0.36,0.29,-104.8,-116.6,17.09,15.45,,-0.02,-0.01,0.03,,-0.67,1
2874,2018-05-24,16:05:34.89,39.951,-111.959,7.7,eq,0.07,,,,,,,,,,,,,1
1650,2015-10-11,13:49:41.76,37.762,-111.884,16.2,eq,-0.15,0.29,0.46,-97.2,-122.1,15.8,14.91,,-0.18,-0.15,-0.04,,-0.3,1
4252,2020-03-19,00:26:25.96,40.73,-112.047,11.0,eq,-0.04,0.48,0.48,-122.3,-146.9,15.92,15.18,-0.09,-0.12,-0.13,-0.09,-0.26,-0.13,1
4937,2020-03-22,03:15:57.68,40.755,-112.054,9.1,eq,,,0.84,,-115.7,,15.48,,,,,,,1
5320,2020-04-01,05:18:20.12,40.764,-111.973,6.2,eq,-0.23,,0.67,,-103.7,,14.94,,,,,,,1
9312,2022-11-29,10:56:04.10,41.514,-112.167,7.9,eq,,,0.67,,-102.6,,14.36,,,,,,-0.26,1
2197,2016-12-20,21:06:21.02,40.66,-111.534,14.1,eq,,,,,,,,,,,,,,1
5027,2020-03-23,02:58:29.58,40.796,-112.069,12.2,eq,,,,,,,,,,,,,,1
1094,2014-08-24,15:42:48.59,41.612,-112.372,9.0,eq,,,,,,,,,,,,,,1
703,2013-12-19,23:03:33.71,38.454,-113.07,-2.0,ex,0.47,0.25,0.01,-40.7,-80.6,13.7,13.13,,,,,,0.34,0
4595,2020-03-19,17:53:23.88,40.751,-112.047,6.5,eq,-0.37,,,,,,,,,,,,,1
6541,2020-08-23,10:18:22.39,40.73,-112.111,9.9,eq,,,,,,,,,,,,,,1
9516,2023-06-03,15:23:56.76,41.178,-111.24,11.5,eq,-0.05,0.38,0.22,-131.0,-147.2,15.78,15.47,-0.09,-0.09,-0.04,-0.04,-0.03,0.01,1
1215,2014-11-15,00:18:26.56,40.58,-109.56,-2.0,ex,-0.12,-0.13,-0.29,-35.0,-124.9,13.06,12.87,,,,0.17,,0.49,0
6733,2020-11-22,13:33:46.52,40.732,-112.062,9.0,eq,,,,,,,,,,,,,,1
66,2012-10-20,04:04:38.17,40.933,-111.385,11.4,eq,0.17,1.16,0.62,-86.8,-122.2,16.65,14.69,,-0.09,-0.09,-0.1,,0.03,1
1830,2016-03-25,22:48:34.96,40.825,-111.879,-2.0,ex,-0.7,,,,,,,,,,,,,0
7893,2021-11-01,14:52:12.67,39.424,-110.301,-2.0,mis,,,,,,,,,,,,,,2
505,2013-08-19,15:53:42.75,39.365,-111.537,5.2,eq,-0.36,0.17,0.05,-114.3,-148.0,16.62,15.73,-0.13,-0.16,-0.1,-0.11,-0.46,-0.37,1
9045,2022-08-27,14:57:24.90,39.434,-110.308,-1.4,mis,-0.35,0.34,0.38,-95.4,-152.1,13.69,12.64,,,,,-0.08,0.16,2
653,2013-11-13,17:35:32.37,38.143,-109.114,-2.0,ex,-0.33,,,,,,,,,,,,,0
7892,2021-11-01,14:43:33.25,39.427,-110.307,-1.5,mis,,,,,,,,,,,,,,2
35,2012-10-12,18:13:02.58,39.462,-111.737,9.0,eq,,,0.62,,-126.1,,15.01,,,,,,-0.14,1
7813,2021-10-21,11:54:37.36,39.427,-110.308,-1.4,mis,,-0.15,0.19,-98.9,-90.7,15.23,12.55,0.04,0.2,0.22,0.04,0.15,0.19,2
7725,2021-10-12,22:10:09.10,38.043,-113.095,12.1,eq,,,,,,,,,,,,,,1
578,2013-10-04,20:15:08.61,38.084,-109.149,-2.0,ex,,,-0.12,,-91.3,,13.46,,,,,,,0
2392,2017-06-07,19:38:51.01,41.136,-112.904,-1.5,ex,0.05,0.38,0.23,-73.1,-102.6,14.84,14.35,-0.08,0.04,,,0.4,0.52,0
1546,2015-08-09,07:01:15.35,38.558,-112.217,5.2,eq,0.82,,,,,,,,,,,,,1
4532,2020-03-19,12:44:47.70,40.742,-112.04,9.2,eq,-0.76,-0.46,-0.59,-160.9,-148.1,16.0,16.32,-0.08,-0.13,-0.16,-0.12,-0.02,-0.07,1
5686,2020-04-17,02:59:22.80,40.739,-112.063,10.1,eq,0.08,0.68,0.54,-132.2,-126.1,16.11,15.38,0.06,0.02,0.03,0.07,-0.05,-0.03,1
3122,2019-01-23,21:23:06.55,37.485,-113.834,4.7,eq,,,,,,,,,,,,,,1
3371,2019-03-19,11:43:44.20,39.124,-111.808,17.0,eq,0.13,0.52,0.39,-116.8,-128.2,16.35,14.66,0.05,-0.01,0.06,0.02,-0.26,-0.23,1
7520,2021-09-11,03:13:24.62,39.427,-110.309,-1.2,mis,-0.49,,0.42,,-140.4,,12.51,,,,,,,2
1024,2014-07-09,17:28:14.28,41.142,-112.923,-1.5,ex,0.14,0.17,0.23,-94.4,-82.5,14.06,14.37,-0.33,-0.23,0.05,,,,0
1767,2016-01-29,23:35:53.28,40.502,-111.395,9.2,eq,0.09,0.5,0.44,-88.4,-126.6,14.85,14.47,,-0.01,0.0,0.04,,0.03,1
250,2013-03-01,15:20:32.38,39.359,-111.521,4.7,eq,,,,,,,,,,,,,,1
1369,2015-03-26,21:16:42.22,41.352,-112.003,-2.0,ex,-0.31,,0.64,,-112.3,,11.97,,,,,,,0
9533,2023-06-19,00:18:01.38,41.287,-111.796,13.3,eq,0.13,0.54,0.49,-92.4,-124.7,14.6,13.58,,0.16,0.22,-0.02,,-0.05,1
8419,2022-03-17,20:24:35.98,39.418,-110.311,-1.7,mis,,-0.08,,-102.8,,12.95,,,,,,,,2
1173,2014-10-13,19:43:48.88,40.513,-112.16,-2.0,ex,0.12,0.32,0.58,-70.6,-73.0,14.41,12.57,,,,,,,0
9803,2023-12-22,23:47:05.79,40.918,-111.568,9.3,eq,0.13,0.6,0.59,-104.9,-116.9,14.35,14.53,-0.11,-0.16,-0.17,-0.07,0.02,0.1,1
2226,2017-01-14,20:23:44.83,39.396,-111.909,16.7,eq,0.22,0.81,0.84,-114.4,-134.8,16.26,13.94,,0.01,-0.05,0.04,,-0.03,1
9365,2023-02-06,20:10:31.20,37.181,-112.969,20.5,eq,0.28,0.31,0.35,-75.7,-123.4,16.25,14.78,,,,-0.34,,-0.45,1
1604,2015-09-04,22:28:01.13,38.464,-113.061,-2.0,ex,,0.41,0.09,-86.3,-101.0,14.44,13.52,,0.14,0.07,,,0.13,0
7002,2021-04-10,00:07:35.64,40.714,-112.076,9.5,eq,0.2,,,,,,,,,,,,,1
8682,2022-07-06,01:22:02.70,39.43,-110.309,-1.2,mis,-0.28,0.22,0.29,-96.0,-145.5,13.71,12.87,0.03,0.27,,,,,2
1770,2016-02-06,00:33:04.42,37.147,-112.743,18.0,eq,0.15,0.22,0.17,-137.8,-154.4,16.86,16.11,-0.17,-0.08,-0.08,-0.05,-0.33,-0.28,1
647,2013-11-12,04:00:57.79,40.612,-111.326,8.2,eq,,,1.01,,-115.9,,14.06,,,,,,,1
8612,2022-06-26,08:08:10.34,38.191,-112.572,10.1,eq,0.36,0.97,0.63,-76.5,-127.5,14.63,14.91,,0.23,0.09,0.04,,-0.2,1
6089,2020-05-26,13:58:41.46,40.761,-112.093,10.8,eq,,,,,,,,,,,,,,1
406,2013-06-12,18:42:06.78,41.139,-112.912,-1.5,ex,0.2,,,,,,,,,,,,,0
6372,2020-07-14,20:51:55.04,39.412,-110.303,-1.5,mis,-0.42,-0.04,0.14,-87.3,-135.6,15.33,13.06,,,,,,,2
6368,2020-07-14,14:40:32.78,39.413,-110.307,-1.4,mis,,,,,,,,,,,,,,2
5491,2020-04-09,11:31:28.07,40.763,-112.086,9.6,eq,0.22,0.66,0.7,-110.7,-133.7,16.02,15.1,,0.03,0.08,-0.0,,-0.06,1
1311,2015-02-17,01:27:32.46,40.494,-111.377,-2.0,ex,,,,,,,,,,,,,,0
9087,2022-09-01,17:44:51.33,39.433,-110.316,-0.9,mis,-0.5,0.05,,-94.3,,13.8,,,,,,,,2
8081,2022-01-05,16:17:53.37,39.425,-110.312,-1.3,mis,,,0.07,,-140.2,,12.14,,,,,,,2
2273,2017-03-08,00:44:35.31,39.41,-111.905,16.7,eq,0.13,0.54,0.39,-128.5,-127.6,16.42,14.99,-0.06,-0.06,-0.09,0.03,-0.28,-0.15,1
7924,2021-11-04,12:05:35.72,39.424,-110.298,-2.2,mis,,-0.25,-0.01,-104.6,-133.3,14.17,12.77,,,,,,0.22,2
5470,2020-04-08,05:33:19.61,39.41,-110.308,-1.2,mis,-0.29,0.19,0.38,-95.4,-134.1,14.19,12.9,,,,,,0.59,2
6338,2020-07-07,02:04:14.27,39.409,-110.306,-1.9,mis,,,0.26,,-158.3,,12.11,,,,,,,2
913,2014-05-13,17:41:18.17,41.14,-112.914,-1.5,ex,0.15,0.46,0.32,-100.1,-101.4,14.96,14.19,,,,,,,0
9170,2022-09-14,20:41:10.36,39.425,-110.303,-1.5,mis,-0.46,,0.13,,-147.2,,12.7,,,,,,,2
168,2012-12-29,04:19:15.02,37.519,-113.879,10.2,eq,,,1.37,,-123.4,,14.88,,,,,,-0.25,1
8317,2022-02-22,01:19:46.11,40.732,-112.086,8.7,eq,,,,,,,,,,,,,,1
2501,2017-07-24,19:33:27.13,41.134,-112.916,-1.5,ex,0.14,0.51,0.33,-82.3,-86.5,14.74,14.44,-0.07,0.02,0.14,0.0,0.7,0.79,0
5906,2020-05-02,00:16:01.44,38.468,-112.801,4.5,eq,,,,,,,,,,,,,,1
6385,2020-07-15,11:12:20.09,37.433,-113.128,13.1,eq,0.44,0.57,0.55,-112.8,-125.6,15.84,14.98,,-0.17,-0.2,-0.28,,-0.35,1
2021,2016-08-17,07:12:18.41,41.738,-111.586,11.6,eq,0.04,0.7,0.75,-106.2,-102.0,15.03,13.84,,-0.08,0.04,0.04,,0.03,1
6440,2020-07-24,06:28:50.66,40.734,-111.974,8.4,eq,,,,,,,,,,,,,,1
5053,2020-03-23,09:19:17.27,40.736,-112.049,9.4,eq,,,,,,,,,,,,,,1
2402,2017-06-18,22:00:05.80,40.515,-112.163,-2.0,ex,-0.07,0.27,0.45,-98.9,-153.7,13.02,12.23,0.08,0.09,0.25,0.38,0.23,0.59,0
1748,2016-01-17,07:54:12.17,37.486,-113.909,3.6,eq,,,0.75,,-112.9,,13.99,,,,,,-0.06,1
9708,2023-10-25,22:50:16.02,40.734,-112.036,7.1,eq,-0.22,0.38,0.36,-98.7,-129.4,15.38,14.88,,-0.05,-0.02,0.02,,0.02,1
3830,2020-03-18,13:59:30.74,40.704,-112.097,10.0,eq,-0.16,,0.53,,-77.3,,14.13,,,,,,,1
6434,2020-07-23,16:24:28.74,39.414,-110.331,-1.1,mis,,,,,,,,,,,,,,2
185,2013-01-12,12:50:21.99,37.146,-113.468,17.8,eq,,,0.86,,-127.9,,14.34,,,,,,-0.48,1
4425,2020-03-19,06:24:49.07,40.747,-112.066,6.9,eq,,,,,,,,,,,,,,1
6283,2020-06-25,21:31:24.60,39.414,-110.318,-0.9,mis,,,0.57,,-57.4,,12.97,,,,,,,2
4342,2020-03-19,03:25:45.18,40.759,-112.073,8.4,eq,,,,,,,,,,,,,,1
8999,2022-08-22,21:32:41.72,39.434,-110.316,-1.2,mis,-0.44,0.13,0.28,-76.4,-142.1,13.78,12.96,,,,,,,2
9269,2022-10-22,04:52:45.99,41.895,-112.375,5.3,eq,,,0.45,,-117.8,,14.74,,,,,,,1
3448,2019-04-23,00:56:50.65,41.679,-111.737,10.8,eq,0.03,0.63,0.72,-102.1,-126.1,15.62,16.53,,-0.13,0.11,0.1,,-0.06,1
287,2013-03-21,19:41:58.97,37.633,-113.363,-2.0,ex,-0.48,,-0.65,,-64.1,,13.15,,,,,,,0
681,2013-12-02,23:53:58.43,40.819,-111.88,-2.0,ex,-0.46,,,,,,,,,,,,,0
1031,2014-07-12,13:43:39.30,40.727,-111.781,-2.0,ex,-0.05,,,,,,,,,,,,,0
7692,2021-10-07,17:56:00.83,39.429,-110.315,-1.0,mis,,0.41,0.39,-93.9,-124.9,13.42,13.02,,,,,,,2
7120,2021-06-07,22:49:06.57,40.724,-112.06,8.1,eq,-0.09,,,,,,,,,,,,,1
9721,2023-11-09,09:01:18.26,38.57,-112.699,8.8,eq,0.14,0.58,0.45,-124.0,-122.2,16.41,15.15,,-0.04,-0.11,-0.09,-0.04,-0.34,1
8701,2022-07-07,18:16:26.32,39.429,-110.312,-1.0,mis,-0.37,0.36,0.2,-116.5,-116.1,13.38,13.27,,,,,,,2
3188,2019-02-15,16:12:05.06,40.474,-111.938,6.8,eq,0.31,0.8,0.76,-113.2,-111.0,14.89,14.43,,0.01,-0.06,0.02,,0.17,1
7859,2021-10-27,21:25:33.32,39.428,-110.311,-1.5,mis,-0.75,,-0.27,,-116.6,,12.86,,,,,,0.36,2
9127,2022-09-08,21:39:52.64,39.43,-110.311,-1.1,mis,-0.59,,,,,,,,,,,,,2
4203,2020-03-18,22:32:29.76,40.727,-112.08,7.8,eq,,,,,,,,,,,,,,1
4144,2020-03-18,20:09:28.72,40.74,-112.093,9.0,eq,,,,,,,,,,,,,,1
7263,2021-07-30,04:21:18.99,39.432,-110.314,-0.8,mis,,,,,,,,,,,,,,2
6594,2020-09-20,15:20:31.08,41.769,-111.716,15.8,eq,0.11,0.68,0.69,-128.2,-131.8,16.31,16.39,-0.06,-0.07,-0.07,-0.01,-0.27,-0.2,1
5806,2020-04-22,14:04:11.60,40.736,-112.043,7.5,eq,,,,,,,,,,,,,,1
4571,2020-03-19,14:19:51.92,40.741,-112.059,7.8,eq,0.11,0.73,0.69,-139.2,-124.7,16.24,15.23,,0.01,0.04,0.06,,-0.1,1
6672,2020-10-29,20:54:44.15,38.285,-112.627,5.6,eq,0.12,0.64,0.5,-132.5,-147.2,17.08,15.88,0.03,-0.11,-0.08,-0.08,-0.09,-0.25,1
4413,2020-03-19,05:51:20.13,40.734,-112.103,7.7,eq,,,,,,,,,,,,,,1
6993,2021-04-06,02:44:03.63,39.427,-110.325,-1.1,mis,,,,,,,,,,,,,,2
9120,2022-09-08,06:04:25.87,38.74,-111.335,8.9,eq,-0.43,0.33,0.35,-99.4,-121.6,15.65,15.09,,-0.04,-0.03,-0.04,,-0.2,1
1115,2014-09-05,16:14:37.09,40.818,-111.874,-2.0,ex,-1.04,,,,,,,,,,,,,0
8125,2022-01-13,21:37:37.83,39.425,-110.313,-1.5,mis,,0.12,0.0,-104.6,-142.1,12.25,12.6,,,,,,,2
7215,2021-07-22,21:50:53.86,38.483,-112.853,3.2,eq,,,,,,,,,,,,,,1
1210,2014-11-13,01:52:43.48,37.002,-112.915,20.6,eq,0.09,,0.86,,-122.6,,15.19,,,,,,,1
2621,2017-10-10,10:11:11.09,37.425,-113.117,11.2,eq,,,,,,,,,,,,,,1
180,2013-01-08,21:34:00.19,38.14,-109.108,-2.0,ex,-0.61,,,,,,,,,,,,,0
