   Date       Time      Lat     Lon     Dep  Tag   F1    F2    F3    F4     F5    F6    F7     F8    F9   F10   F11   F12
2016-03-13 03:58:44.67 39.223 -110.461 10.54  eq -0.10  0.31  0.38 -123.3 -147.0 16.65 15.24 -0.80 -0.88 -0.71 -0.09  0.02
2016-03-17 23:32:00.45 38.008 -112.231  7.20  eq -0.05  0.51  0.27 -125.4 -109.5 16.74 15.43 -0.36 -0.30 -0.28  0.01  0.10
2016-03-17 23:33:17.49 38.004 -112.252  7.61  eq -0.01  0.52  0.38 -127.0 -134.7 17.05 15.75 -0.34 -0.18 -0.13  0.22  0.37
2016-03-18 09:15:59.89 38.006 -112.254  6.27  eq -0.13  0.44  0.43 -122.1 -114.8 16.52 15.41 -0.25 -0.21 -0.09 -0.00  0.12
2016-03-20 20:28:40.86 40.523 -112.159 -2.00  ex -0.24 -0.06  0.10  -87.3 -119.4 14.31 12.59 -0.20 -0.14  0.03  0.28  0.55
2016-03-23 11:07:06.38 40.925 -111.496 11.90  eq  0.15  0.65  0.58 -102.7 -116.4 15.34 14.44 -0.23 -0.14  0.04 -0.13  0.13
2016-03-26 20:04:39.17 41.647 -111.678  9.21  eq  0.37  0.72  0.76 -102.2 -117.2 16.64 14.35 -0.66 -0.65 -0.41  0.14  0.22
2016-03-27 20:04:30.32 40.507 -112.161 -2.00  ex -0.19  0.09  0.49  -79.9 -119.8 14.10 12.06 -0.22 -0.07  0.00  0.37  0.58
2016-04-11 23:52:19.62 37.533 -112.299  7.24  eq -0.04  0.42  0.48  -94.4 -123.6 15.67 14.96 -0.98 -0.89 -0.81 -0.32  0.04
2016-04-12 19:49:20.31 39.544 -112.180 -2.00  ex -0.03  0.51  0.02  -47.6  -64.3 13.39 13.42 -0.17 -0.10  0.06  0.25  0.42
2016-04-21 19:18:24.32 40.503 -112.179 -2.00  ex -0.15  0.41  0.32  -85.4 -114.1 13.39 12.73 -0.27 -0.07 -0.04  0.15  0.39
2016-04-24 23:12:09.72 40.696 -111.480 10.70  eq  0.29  0.86  0.70 -117.1 -108.2 14.95 15.08 -0.36 -0.37 -0.31  0.11  0.14
2016-04-28 22:19:11.77 40.625 -109.484 -2.00  ex  0.00  0.00 -0.09  -99.5  -98.8 14.47 14.08 -0.20 -0.15  0.00  0.64  0.85
2016-05-05 22:23:14.54 40.623 -109.507 -2.00  ex -0.12 -0.33 -0.42 -101.4 -105.8 15.14 14.76 -0.27 -0.05 -0.05  0.37  0.62
2016-05-14 16:34:15.24 40.962 -111.709  9.74  eq  0.02  0.42  0.35 -121.9 -134.9 15.38 14.84 -0.45 -0.47 -0.44  0.18  0.22
2016-05-22 15:01:47.29 37.104 -112.338 14.07  eq -0.30  0.07  0.00 -134.2 -131.8 15.96 15.13 -0.46 -0.28 -0.21  0.13  0.38
2016-05-25 13:01:07.32 40.488 -110.651 15.72  eq -0.08 -0.13 -0.17 -168.8 -171.5 17.79 16.90 -0.48 -0.28 -0.21  0.34  0.59
2016-05-25 15:24:52.55 40.499 -110.628 14.41  eq -0.09  0.19  0.12 -115.5 -142.7 17.09 16.47 -0.54 -0.39 -0.30  0.01  0.22
2016-06-03 18:44:15.91 40.621 -109.462 -2.00  ex  0.05 -0.01 -0.10 -117.0 -112.9 14.72 14.39 -0.31 -0.22 -0.17  0.20  0.35
2016-06-04 20:48:50.73 40.511 -112.155 -2.00  ex -0.07  0.42  0.38 -111.8 -137.5 13.04 12.28 -0.35 -0.09 -0.04  0.43  0.74
2016-06-05 01:17:08.44 37.567 -112.875 19.08  eq -0.12  0.42  0.35 -116.6 -116.6 15.94 14.72 -0.72 -0.59 -0.76 -0.18  0.18
2016-06-13 18:18:02.59 41.135 -112.904 -1.50  ex -0.05  0.41  0.22  -84.0  -94.2 14.78 14.63 -0.47 -0.31 -0.29  0.41  0.68
2016-06-23 21:03:18.24 40.522 -112.148 -2.00  ex -0.15  0.18  0.43  -78.4 -134.6 13.57 12.27 -0.49 -0.36 -0.14  0.09  0.42
2016-06-24 00:35:54.04 40.622 -109.484 -2.00  ex -0.02 -0.09 -0.15  -90.2 -118.0 13.73 13.75 -0.42 -0.42 -0.43  0.56  0.60
2016-06-28 22:33:22.92 41.135 -112.905 -1.50  ex -0.05  0.35  0.07  -86.6 -112.0 15.55 14.25 -0.49 -0.18 -0.15  0.32  0.68
2016-06-30 15:06:21.06 39.542 -112.192 -2.00  ex -0.18  0.18  0.00  -83.5  -64.1 15.54 13.22  0.14 -0.11 -0.09  0.23  0.20
2016-07-02 13:26:24.32 39.419 -111.808 15.66  eq -0.24  0.72  0.63  -93.4 -120.1 14.44 14.36 -0.19 -0.43 -0.32  0.07  0.09
2016-07-12 20:23:52.96 40.523 -112.149 -2.00  ex -0.32  0.19  0.20  -75.0 -121.9 13.56 12.49 -0.32 -0.12  0.08 -0.06  0.24
2016-07-12 21:50:11.06 41.142 -112.915 -1.50  ex -0.01  0.40  0.19  -85.8  -87.9 15.19 14.56 -0.48 -0.16 -0.11  0.36  0.70
2016-07-12 23:47:43.89 41.143 -112.912 -1.50  ex -0.02  0.30  0.20  -96.5 -106.5 15.02 13.85 -0.51 -0.18 -0.15  0.25  0.70
2016-07-13 18:00:18.38 41.139 -112.914 -1.50  ex  0.00  0.42  0.29  -85.3  -88.7 14.64 14.46 -0.62 -0.31 -0.25  0.38  0.73
2016-07-18 16:09:30.22 36.922 -112.438 22.87  eq  0.13  0.33  0.35 -111.8 -124.9 16.41 15.58 -0.84 -0.66 -0.53 -0.26  0.14
2016-07-18 20:56:25.70 41.141 -112.915 -1.50  ex -0.01  0.31  0.23  -87.2 -101.5 14.95 14.24 -0.58 -0.25 -0.21  0.29  0.68
2016-07-19 20:38:57.53 41.139 -112.914 -1.50  ex  0.00  0.37  0.19  -75.6  -76.8 13.95 15.95 -0.66 -0.37 -0.21  0.37  0.80
2016-07-20 20:45:57.24 41.139 -112.907 -1.50  ex  0.00  0.29  0.25  -95.5 -116.0 15.30 13.96 -0.45 -0.14 -0.10  0.26  0.66
2016-07-25 21:26:27.18 41.137 -112.911 -1.50  ex  0.08  0.49  0.26  -94.6  -89.6 14.39 14.63 -0.58 -0.43 -0.35  0.42  0.75
2016-07-25 23:00:25.28 41.136 -112.909 -1.50  ex  0.05  0.37  0.26  -96.7 -102.5 14.42 14.17 -0.49 -0.29 -0.19  0.44  0.78
2016-07-26 19:16:59.35 41.139 -112.905 -1.50  ex -0.01  0.35  0.22  -73.8  -83.2 14.88 14.40 -0.66 -0.40 -0.20  0.32  0.79
2016-07-28 23:43:58.35 39.486 -111.718 10.70  eq -0.02  0.49  0.38 -120.5 -127.7 16.12 14.99 -0.28 -0.27 -0.18  0.01  0.08
2016-07-29 01:55:00.96 39.484 -111.719 10.62  eq -0.10  0.61  0.39 -115.5 -125.2 15.42 14.51 -0.24 -0.26 -0.20  0.06  0.11
2016-08-01 19:58:36.38 41.143 -112.903 -1.50  ex  0.08  0.32  0.20  -80.7  -82.8 14.72 14.56 -0.49 -0.20 -0.12  0.46  0.75
2016-08-01 21:15:32.16 41.132 -112.910 -1.50  ex  0.10  0.44  0.32  -94.5 -103.9 14.68 14.04 -0.51 -0.31 -0.27  0.40  0.71
2016-08-02 20:21:36.27 41.139 -112.909 -1.50  ex  0.13  0.48  0.19  -77.0  -92.9 15.20 14.41 -0.49 -0.19 -0.08  0.33  0.74
2016-08-02 20:24:16.56 40.501 -112.142 -2.00  ex -0.18  0.05  0.68  -76.3  -90.5 13.75 12.15 -0.27 -0.08  0.09  0.10  0.33
2016-08-06 13:20:45.24 40.719 -112.065 10.04  eq  0.07  0.70  0.70 -110.2 -139.4 15.54 15.36 -0.61 -0.46 -0.41 -0.01  0.14
2016-08-08 20:41:47.76 41.136 -112.908 -1.50  ex -0.04  0.26  0.22  -98.1 -108.3 15.08 14.09 -0.40 -0.29 -0.25  0.35  0.61
2016-08-16 17:42:34.70 41.129 -112.906 -1.50  ex  0.04  0.45  0.19 -102.3 -122.6 15.25 14.10 -0.36 -0.13 -0.10  0.32  0.64
2016-08-17 20:01:02.50 41.139 -112.914 -1.50  ex -0.06  0.26  0.16  -80.2  -86.9 15.53 14.43 -0.69 -0.34 -0.22  0.31  0.80
2016-08-17 22:03:14.63 40.626 -109.496 -2.00  ex  0.09 -0.03 -0.09  -86.1 -107.0 13.87 13.59 -0.35 -0.46 -0.20  0.31  0.59
2016-08-18 23:21:04.27 40.511 -112.156 -2.00  ex  0.02  0.30  0.81  -70.6 -124.7 13.89 12.00 -0.43 -0.09  0.15 -0.16  0.28
2016-08-22 19:38:18.74 41.136 -112.913 -1.50  ex  0.06  0.43  0.28  -92.5 -106.9 14.43 14.28 -0.41 -0.28 -0.17  0.34  0.61
2016-08-23 19:39:26.47 41.136 -112.900 -1.50  ex  0.01  0.39  0.24  -95.3 -111.7 14.62 14.14 -0.40 -0.24 -0.18  0.28  0.53
2016-08-23 20:47:17.04 37.052 -112.872 10.07  eq -0.05  0.13  0.06 -147.9 -149.7 16.52 16.02 -0.47 -0.30 -0.30  0.09  0.30
2016-08-24 17:07:13.79 37.580 -113.307  5.66  eq  0.21  0.45  0.38 -118.0 -130.4 16.07 15.52 -0.45 -0.41 -0.33 -0.01  0.05
2016-08-24 21:33:32.92 41.147 -112.906 -1.50  ex  0.07  0.43  0.29  -92.5 -100.4 15.18 14.32 -0.43 -0.28 -0.09  0.39  0.69
2016-08-26 08:05:27.15 37.623 -113.042  6.86  eq -0.10  0.49  0.50 -111.4 -147.8 16.09 14.97 -0.41 -0.37 -0.28 -0.02  0.13
2016-08-26 23:54:29.38 40.513 -112.149 -2.00  ex -0.60 -0.34 -0.24 -109.5 -120.3 13.54 12.85 -0.34 -0.01  0.11  0.32  0.80
2016-09-08 21:35:23.73 40.639 -109.478 -2.00  ex -0.08  0.01 -0.19  -99.6 -100.2 13.36 13.79 -0.48 -0.31 -0.36  0.75  0.94
2016-09-09 22:38:38.64 37.599 -113.309  8.64  eq  0.03  0.13  0.14 -105.5 -148.3 16.00 15.07 -0.67 -0.56 -0.49 -0.12  0.09
2016-09-11 20:52:48.00 40.509 -112.169 -2.00  ex -0.23  0.22  0.03  -92.5 -132.0 13.51 12.66 -0.28 -0.16  0.03  0.46  0.68
2016-09-15 18:41:13.38 37.017 -113.560 -2.00  ex -0.36 -0.26 -0.14  -65.9  -96.6 12.73 15.56 -0.78 -0.39 -0.19  0.07  0.50
2016-09-20 22:00:15.54 40.520 -112.159 -2.00  ex -0.39  0.08 -0.19 -103.4 -136.1 13.93 13.51 -0.15 -0.02  0.23  0.40  0.74
2016-09-21 04:03:37.94 38.475 -112.808  5.21  eq  0.00  0.59  0.42 -108.3 -125.2 15.84 14.67 -0.35 -0.23 -0.19  0.08  0.30
2016-09-21 19:40:18.63 38.477 -112.806  5.92  eq  0.61  0.69  0.52  -95.7 -112.7 15.49 14.31 -0.37 -0.22 -0.10 -0.15  0.18
2016-09-22 11:14:50.02 38.473 -112.807  5.71  eq  0.14  0.71  0.46 -119.9 -131.9 15.35 14.44 -0.38 -0.12 -0.02 -0.20  0.19
2016-09-27 19:09:38.33 40.461 -111.991 -2.00  ex -0.04  0.43  0.21  -82.1  -87.1 13.29 12.57 -0.20 -0.06  0.00  0.21  0.44
2016-09-29 00:10:29.60 40.509 -112.175 -2.00  ex -0.31  0.16 -0.01  -92.7 -151.7 13.73 13.00 -0.33 -0.07  0.01  0.53  0.78
2016-10-05 12:47:25.45 39.419 -110.318 -1.69 mis -0.20  0.13  0.26  -96.6  -88.4 14.12 15.03 -0.42 -0.25 -0.32  0.04  0.32
2016-10-05 16:54:24.88 39.541 -112.210 -2.00  ex -0.11 -0.18 -0.21  -72.0  -79.4 15.08 12.93 -0.14 -0.17 -0.02  0.16  0.34
2016-10-06 19:10:28.73 39.541 -112.214 -2.00  ex  0.08  0.42  0.00  -69.1  -99.1 14.52 13.66 -0.06 -0.09 -0.02  0.03  0.22
2016-10-06 22:02:32.26 40.505 -112.156 -2.00  ex -0.12  0.17  0.12  -90.8 -127.2 13.01 13.00 -0.48 -0.20 -0.04  0.31  0.83
2016-10-08 16:14:20.32 40.740 -111.083 12.52  eq -0.04  0.43  0.58 -110.9 -122.6 15.77 15.14 -0.42 -0.31 -0.26  0.03  0.19
2016-10-12 19:59:37.46 40.504 -112.164 -2.00  ex -0.10  0.59  0.41  -82.6  -76.0 12.74 12.68 -0.35 -0.11  0.09 -0.08  0.21
2016-10-20 17:11:45.78 40.613 -109.472 -2.00  ex -0.39  0.02 -0.36 -119.4 -125.2 13.16 13.81 -0.40 -0.21 -0.22  0.46  0.66
2016-10-22 08:41:12.37 37.509 -112.498 17.99  eq  0.19  0.39  0.31 -100.3 -133.3 16.91 15.38 -0.45 -0.33 -0.20 -0.15  0.20
2016-11-02 00:13:19.32 40.508 -112.162 -2.00  ex -0.20  0.29  0.08 -107.3 -127.0 13.05 12.75 -0.31 -0.25 -0.12  0.47  0.62
2016-11-03 17:37:04.75 37.570 -113.297  4.41  eq -0.08  0.23  0.14 -120.9 -108.0 15.79 14.99 -0.68 -0.50 -0.49 -0.03  0.05
2016-11-09 18:04:16.83 40.611 -109.485 -2.00  ex -0.24 -0.10 -0.23 -121.2 -118.4 13.55 13.87 -0.44 -0.23 -0.27  0.48  0.75
2016-11-10 00:09:27.71 40.526 -112.152 -2.00  ex  0.13  0.39  0.66  -77.2 -107.8 12.90 11.74 -0.25 -0.18 -0.11  0.14  0.32
2016-11-25 15:45:38.96 40.453 -111.995 10.29  eq -0.09  0.25  0.11 -140.4 -149.0 16.55 15.80 -0.34 -0.25 -0.19  0.36  0.54
2016-11-29 11:04:17.61 40.720 -112.067  8.80  eq -0.29  0.32  0.20 -104.0 -121.5 15.43 14.93 -0.52 -0.46 -0.43  0.18  0.29
2016-12-07 04:29:59.13 41.925 -112.344  5.91  eq -0.08  0.15  0.04 -132.6 -133.6 16.31 15.84 -0.34 -0.23 -0.20  0.26  0.41
2016-12-15 10:22:45.89 40.518 -110.758 13.12  eq -0.03  0.41  0.34 -115.7 -147.5 17.37 16.10 -0.48 -0.47 -0.35  0.00  0.07
2016-12-18 10:21:27.10 37.743 -112.998  6.17  eq -0.17  0.71  0.44  -99.7 -123.5 14.71 14.89 -0.44 -0.28 -0.17 -0.08  0.13
2016-12-22 21:09:50.94 39.539 -112.199 -2.00  ex  0.00  0.02 -0.14  -70.4  -88.7 15.43 13.40 -0.08 -0.17 -0.02  0.18  0.27
2016-12-26 13:57:29.96 38.158 -113.067  8.55  eq  0.46  0.76  0.79 -113.3 -131.7 15.76 17.08 -0.75 -0.42 -0.45 -0.13  0.14
2017-01-14 20:23:44.83 39.396 -111.909 16.74  eq  0.22  0.84  0.68 -115.0 -121.0 16.23 14.47 -0.39 -0.42 -0.41 -0.07  0.08
2017-01-17 11:20:12.75 37.000 -112.919 19.35  eq -0.08  0.53  0.48 -107.4 -122.8 15.94 15.96 -0.39 -0.31 -0.18 -0.08  0.15
2017-01-17 19:46:44.95 37.405 -113.214 12.52  eq  0.38  0.34  0.28 -127.8 -148.4 16.68 15.68 -0.66 -0.44 -0.43 -0.05  0.19
2017-01-19 22:15:39.20 40.529 -112.172 -2.00  ex -0.10  0.46  0.25  -91.6  -83.7 13.75 12.90  0.11  0.08  0.42  0.37  0.62
2017-02-02 06:25:58.50 41.468 -111.513  9.19  eq -0.31  0.46  0.56 -113.7 -109.5 15.24 14.78 -0.45 -0.71 -0.46  0.15  0.23
2017-02-11 00:21:45.07 37.039 -112.882 17.48  eq -0.42  0.07 -0.10 -120.7 -119.1 16.09 15.21 -0.57 -0.46 -0.41  0.02  0.22
2017-02-13 13:10:40.27 37.042 -112.882 17.55  eq -0.38  0.39  0.33 -115.6 -124.3 15.92 15.86 -0.51 -0.44 -0.51 -0.06  0.06
2017-02-14 21:17:47.69 40.623 -109.519 -2.00  ex  0.33  0.25  0.28  -91.5 -100.9 14.31 13.58 -0.23 -0.11 -0.06  0.36  0.52
2017-02-16 21:17:21.24 40.506 -112.166 -2.00  ex -0.23  0.38  0.30  -83.5 -100.8 13.05 12.73 -0.30 -0.21  0.08  0.32  0.67
2017-02-19 01:34:42.61 39.407 -111.915 12.28  eq  0.26  0.65  0.50  -80.9 -133.3 15.51 15.19 -0.45 -0.39 -0.23 -0.19 -0.01
2017-02-25 11:19:10.13 39.437 -112.269  9.64  eq  0.24  0.79  0.72  -97.0 -139.7 15.77 14.33 -0.54 -0.44 -0.23 -0.22  0.13
2017-03-01 08:08:32.01 36.957 -112.415 23.49  eq -0.06  0.21  0.05 -123.0 -144.1 16.89 15.18 -0.51 -0.35 -0.31 -0.08  0.16
2017-03-17 01:13:39.17 41.775 -111.620 11.72  eq  0.04  0.63  0.45 -114.2 -124.6 15.44 14.52 -0.41 -0.41 -0.32  0.15  0.20
2017-03-21 19:08:40.71 40.620 -109.469 -2.00  ex -0.03 -0.14 -0.18 -105.3  -96.5 14.64 14.24 -0.43 -0.24 -0.24  0.49  0.70
2017-03-29 16:02:04.65 38.961 -112.245 12.66  eq  0.04  0.72  0.52 -117.4 -110.5 16.45 14.71 -0.37 -0.26 -0.23 -0.10  0.07
2017-03-29 20:31:16.64 40.621 -109.512 -2.00  ex -0.16  0.11 -0.01 -102.8 -124.4 14.20 14.68 -0.35 -0.22 -0.16  0.11  0.29
2017-03-30 02:33:56.25 39.626 -112.174 -2.00  ex  0.00  0.06 -0.05  -88.5 -116.0 14.53 13.77 -0.17  0.18 -0.05  0.61  0.80
2017-04-15 20:57:55.31 40.510 -112.174 -2.00  ex -0.03  0.43  0.69 -115.1 -123.5 12.92 11.96 -0.28 -0.15  0.03  0.33  0.57
2017-04-18 19:55:57.76 40.626 -109.462 -2.00  ex -0.15  0.18 -0.18  -87.8 -118.8 12.93 13.91 -0.39 -0.33 -0.30  0.71  0.81
2017-04-18 23:35:13.07 38.167 -112.581 14.50  eq  0.31  0.82  0.67 -112.8 -107.4 17.35 15.15 -0.48 -0.11 -0.18 -0.11  0.01
2017-04-21 22:01:46.17 40.528 -112.165 -2.00  ex -0.01  0.12  0.22  -98.2 -115.1 13.83 12.84 -0.37 -0.02 -0.04  0.40  0.59
2017-05-01 23:21:33.34 40.525 -112.163 -2.00  ex  0.06  0.27  0.51  -75.5 -112.7 14.00 12.11 -0.29 -0.05  0.06  0.58  0.87
2017-05-10 15:41:00.06 40.430 -113.524 -1.30  ex  0.03  0.46  0.36 -122.1 -126.9 14.30 13.31 -0.17 -0.03  0.06  0.17  0.38
2017-05-10 15:43:39.53 40.437 -113.527 -1.30  ex -0.04  0.36  0.36 -109.4 -108.7 14.64 12.71 -0.21 -0.14  0.02  0.15  0.37
2017-05-11 21:02:17.00 40.619 -109.529 -2.00  ex -0.20 -0.07 -0.29  -66.1 -116.6 13.44 13.45 -0.31 -0.30 -0.38  0.17  0.18
2017-05-15 19:02:21.92 40.848 -111.577 12.59  eq  0.05  0.61  0.37 -105.4  -93.6 15.84 14.69 -0.49 -0.46 -0.33  0.02  0.28
2017-05-19 19:21:45.43 41.822 -112.366  9.68  eq  0.22  0.85  0.55  -98.4 -136.9 15.23 14.75 -0.29 -0.24 -0.20 -0.04  0.29
2017-05-22 19:29:04.33 41.135 -112.913 -1.50  ex -0.13  0.26  0.20  -85.2  -72.9 14.19 14.11 -0.59 -0.35 -0.40  0.62  0.89
2017-05-27 06:59:12.32 38.470 -112.803  4.51  eq  0.32  0.90  0.67 -101.5 -117.6 16.67 15.11 -0.48 -0.26 -0.20 -0.10  0.11
2017-05-27 21:27:14.25 40.507 -112.142 -2.00  ex -0.31 -0.01 -0.03 -100.1 -127.5 13.68 12.56 -0.25 -0.09 -0.03  0.42  0.71
2017-05-30 19:13:36.45 40.638 -109.462 -2.00  ex -0.06 -0.01 -0.12 -113.6  -98.4 14.95 14.06 -0.22 -0.30 -0.13  0.23  0.40
2017-06-01 20:45:00.30 40.618 -109.474 -2.00  ex -0.42 -0.56 -0.58  -97.5 -135.7 14.72 15.46 -0.31 -0.13 -0.11  0.24  0.45
2017-06-09 20:04:03.60 40.633 -109.469 -2.00  ex -0.27  0.23 -0.49  -74.7 -114.7 12.69 13.95 -0.47 -0.38 -0.33  0.56  0.81
2017-06-18 22:00:05.80 40.515 -112.163 -2.00  ex -0.07  0.14  0.45 -100.4 -149.4 13.27 12.37 -0.38 -0.17  0.00  0.42  0.75
2017-06-19 19:50:14.31 41.135 -112.925 -1.50  ex -0.07  0.36  0.15  -81.4  -85.4 14.34 14.48 -0.40 -0.23 -0.23  0.55  0.74
2017-06-20 20:01:59.97 41.138 -112.920 -1.50  ex -0.19  0.23  0.11  -80.3  -82.9 14.56 14.41 -0.68 -0.39 -0.38  0.35  0.79
2017-06-24 12:20:19.67 40.465 -111.937  5.68  eq -0.65  0.59  0.53 -114.1 -139.7 14.98 14.99 -0.48 -0.42 -0.31  0.17  0.29
2017-06-24 12:20:31.82 40.468 -111.940  6.72  eq  0.03  0.85  0.54  -99.2 -138.2 14.69 14.58 -0.32 -0.17 -0.08  0.18  0.33
2017-06-24 21:21:35.02 40.464 -111.943  7.07  eq  0.00  0.53  0.46 -126.5 -140.2 15.78 15.09 -0.46 -0.43 -0.33  0.09  0.24
2017-06-25 21:20:09.89 40.463 -111.943  7.08  eq -0.07  0.66  0.53 -125.5 -122.4 14.99 15.57 -0.46 -0.44 -0.41  0.18  0.31
2017-06-26 12:12:41.15 40.465 -111.939  6.21  eq -0.03  0.65  0.54 -100.6 -133.9 15.18 14.76 -0.43 -0.46 -0.33  0.03  0.19
2017-06-27 18:39:31.94 41.137 -112.932 -1.50  ex -0.01  0.35  0.24  -72.1  -88.6 14.66 14.17 -0.86 -0.60 -0.47  0.23  0.59
2017-06-28 21:06:53.06 41.137 -112.910 -1.50  ex  0.07  0.33  0.21  -83.3  -75.2 14.94 14.42 -0.72 -0.40 -0.34  0.34  0.74
2017-07-02 08:39:39.04 40.473 -111.931  5.55  eq -0.04  0.67  0.53 -115.8 -136.4 15.55 14.70 -0.37 -0.39 -0.28 -0.01  0.17
2017-07-02 10:37:18.14 40.596 -111.587 11.97  eq  0.07  0.55  0.48 -136.7 -156.5 15.68 15.15 -0.49 -0.41 -0.38  0.12  0.29
2017-07-04 16:32:42.06 39.294 -111.092 -0.51 mis -0.31 -0.05  0.12  -94.8 -112.8 14.63 14.25 -0.61 -0.33 -0.45  0.43  0.58
2017-07-04 17:11:03.61 40.599 -111.579 11.89  eq  0.39  0.91  0.84  -93.3 -113.7 14.84 14.37 -0.35 -0.23 -0.26 -0.03  0.20
2017-07-06 04:05:23.80 40.473 -111.934  5.52  eq  0.05  0.73  0.61 -120.0 -130.4 15.38 14.80 -0.48 -0.40 -0.38  0.04  0.13
2017-07-06 04:34:19.24 40.467 -111.936  5.46  eq  0.04  0.78  0.64 -120.3 -140.3 15.01 14.83 -0.41 -0.34 -0.30  0.13  0.26
2017-07-08 02:21:48.00 39.397 -111.349 16.11  eq -0.12  0.47  0.43 -117.9 -126.3 16.60 14.66 -0.67 -0.60 -0.58 -0.09  0.06
2017-07-10 19:32:28.18 41.134 -112.916 -1.50  ex -0.01  0.27  0.14  -83.5  -99.8 14.97 14.50 -0.54 -0.28 -0.24  0.36  0.64
2017-07-11 19:06:30.98 41.138 -112.912 -1.50  ex -0.17  0.20  0.07 -100.4 -122.3 14.86 14.14 -0.39 -0.15 -0.09  0.40  0.64
2017-07-11 20:44:36.97 40.635 -109.483 -2.00  ex -0.24 -0.34 -0.36 -105.9 -122.7 14.89 13.35 -0.42 -0.04 -0.06  0.26  0.52
2017-07-12 14:41:50.81 36.983 -113.563 13.27  eq  0.07  0.19  0.08 -170.7 -166.8 17.72 16.67 -0.36 -0.24 -0.15  0.10  0.28
2017-07-12 21:19:46.15 40.610 -109.553 -2.00  ex -0.27  0.49 -0.46  -95.2 -140.1 12.42 13.70 -0.47 -0.31 -0.26  0.52  0.74
2017-07-13 21:10:50.73 40.505 -112.178 -2.00  ex -0.23  0.22  0.03  -96.6 -126.9 13.50 12.98 -0.24 -0.21  0.14  0.29  0.57
2017-07-18 17:58:53.05 41.130 -112.910 -1.50  ex -0.02  0.32  0.25  -74.4  -87.6 15.03 14.70 -0.57 -0.33 -0.42  0.63  0.88
2017-07-18 19:24:50.86 41.135 -112.910 -1.50  ex  0.02  0.45  0.26  -88.1 -108.7 15.22 14.02 -0.40 -0.12 -0.10  0.28  0.65
2017-07-20 17:20:15.15 39.542 -112.225 -2.00  ex -0.17  0.07  0.15  -62.5  -87.6 14.72 12.93  0.03 -0.24 -0.02  0.44  0.53
2017-07-24 19:33:27.13 41.134 -112.916 -1.50  ex  0.14  0.54  0.30  -82.4  -85.8 14.71 14.42 -0.63 -0.34 -0.25  0.41  0.75
2017-07-25 17:34:18.61 41.136 -112.921 -1.50  ex  0.11  0.44  0.31  -83.6  -87.5 14.37 14.48 -0.54 -0.17 -0.14  0.45  0.86
2017-08-01 17:45:27.47 41.134 -112.915 -1.50  ex  0.04  0.49  0.28  -84.5  -84.2 13.94 14.40 -0.75 -0.36 -0.25  0.41  0.89
2017-08-01 20:00:25.19 40.615 -109.510 -2.00  ex -0.05  0.03 -0.10  -92.4 -131.7 14.59 14.19 -0.25 -0.28 -0.22  0.38  0.43
2017-08-02 22:10:15.40 41.140 -112.909 -1.50  ex  0.01  0.30  0.21  -82.0  -89.2 14.41 14.31 -0.64 -0.38 -0.25  0.41  0.83
2017-08-03 19:59:30.27 40.507 -112.165 -2.00  ex -0.13  0.50  0.26 -113.8 -140.8 12.83 12.73 -0.36 -0.30 -0.24  0.62  0.69
2017-08-08 17:30:03.26 41.138 -112.911 -1.50  ex -0.02  0.33  0.14  -82.6 -101.2 14.35 14.50 -0.53 -0.31 -0.22  0.55  0.87
2017-08-10 01:19:17.98 41.017 -110.838 14.23  eq -0.05  0.44  0.40  -94.8 -132.4 15.62 14.90 -0.52 -0.64 -0.52  0.03  0.11
2017-08-10 04:10:14.89 41.010 -110.834 19.55  eq  0.05  0.52  0.40  -99.6 -111.3 15.61 14.77 -0.29 -0.27 -0.21  0.04  0.14
2017-08-15 18:41:29.75 41.144 -112.923 -1.50  ex -0.02  0.30  0.11  -81.3  -95.4 15.46 14.31 -0.70 -0.21 -0.22  0.17  0.75
2017-08-15 20:14:13.87 41.134 -112.905 -1.50  ex  0.17  0.67  0.32  -97.3 -112.9 14.48 14.10 -0.35 -0.14 -0.08  0.36  0.66
2017-08-16 20:04:24.85 41.135 -112.910 -1.50  ex  0.00  0.33  0.21 -107.4  -91.0 14.59 14.16 -0.54 -0.32 -0.13  0.39  0.78
2017-08-24 02:06:39.71 37.553 -113.055  5.43  eq  0.04  0.62  0.56 -103.2 -122.2 14.95 14.61 -0.62 -0.62 -0.35  0.03  0.03
2017-09-02 20:06:00.23 38.312 -108.894  2.38  eq -0.44  0.16  0.10 -127.3 -115.5 16.23 15.31 -0.61 -0.49 -0.54 -0.08  0.17
2017-09-13 19:58:42.89 39.548 -112.207 -2.00  ex -0.10  0.06 -0.11  -59.0  -92.1 14.57 13.30 -0.15 -0.24  0.09  0.33  0.40
2017-09-14 11:58:46.64 37.562 -112.506 15.73  eq  0.22  0.79  0.64 -113.3 -130.2 15.44 14.81 -0.72 -0.58 -0.59  0.21  0.35
2017-09-18 17:21:18.46 40.701 -111.609 10.96  eq  0.04  0.23  0.09 -143.9 -162.9 17.01 16.23 -0.45 -0.31 -0.29  0.27  0.43
2017-09-24 14:05:48.29 38.308 -108.895  2.50  eq -0.41  0.08  0.17 -110.7 -112.8 15.21 15.29 -0.72 -0.68 -0.61 -0.04  0.20
2017-09-29 01:27:15.99 38.921 -111.937 10.59  eq  0.16  0.57  0.42 -131.9 -143.1 15.73 14.97 -0.45 -0.39 -0.24  0.21  0.39
