   Date       Time      Lat     Lon     Dep  Tag   F1    F2    F3    F4     F5    F6    F7     F8    F9   F10   F11   F12
2014-03-16 17:08:14.46 41.089 -112.008 12.84  eq  0.16  0.42  0.32 -124.0 -126.4 16.37 15.12 -0.35 -0.28 -0.21  0.10  0.21
2014-03-20 13:00:35.74 39.218 -110.898 17.53  eq  0.06  0.35  0.35 -102.9 -138.2 16.71 15.54 -0.64 -0.58 -0.63  0.06  0.14
2014-03-23 06:03:51.77 40.562 -111.263 13.32  eq -0.17  0.64  0.68 -105.0 -105.9 14.34 13.72 -0.65 -0.77 -0.63  0.18  0.28
2014-03-23 13:11:31.93 40.979 -111.650  8.84  eq  0.20  0.64  0.77 -115.0 -120.5 15.20 14.31 -0.53 -0.43 -0.39  0.03  0.21
2014-03-28 10:41:38.92 37.080 -112.834 11.79  eq  0.17  0.33  0.51 -121.6 -128.3 16.20 15.09 -0.56 -0.40 -0.38 -0.00  0.20
2014-04-20 03:22:51.68 40.580 -112.216  7.36  eq -0.02  0.30  0.15 -139.4 -147.2 16.87 16.13 -0.32 -0.18 -0.17  0.41  0.56
2014-04-25 09:41:02.91 36.868 -113.697 20.69  eq  0.45  0.88  0.76 -140.2 -130.6 16.49 15.26 -0.70 -0.64 -0.43 -0.15  0.06
2014-04-30 16:58:31.52 37.433 -113.139  8.69  eq  0.14  0.37  0.40  -99.2 -145.2 15.95 15.77 -0.67 -0.61 -0.44 -0.13  0.02
2014-05-01 14:30:58.10 39.624 -112.165 -2.00  ex -0.15 -0.07 -0.28  -69.8  -97.7 14.23 14.06 -0.24  0.12  0.07  0.35  0.48
2014-05-12 17:51:59.04 41.145 -112.924 -1.50  ex  0.02  0.32  0.13  -85.0  -93.4 14.69 14.14 -0.69 -0.39 -0.28  0.32  0.74
2014-05-13 10:44:05.32 37.764 -113.004 10.11  eq  0.11  0.61  0.52 -139.8 -137.3 16.06 15.38 -0.72 -0.62 -0.46 -0.22  0.01
2014-05-17 11:13:11.46 36.941 -113.632 16.30  eq  0.24  0.74  0.66 -105.4 -127.1 15.78 15.18 -0.66 -0.50 -0.47  0.01  0.12
2014-05-17 18:11:47.05 39.185 -110.878 17.04  eq  0.09  0.55  0.43 -110.0 -128.8 16.13 14.88 -0.61 -0.50 -0.58 -0.11 -0.11
2014-05-20 19:45:46.95 40.529 -112.168 -2.00  ex -0.02  0.32  0.15  -92.2  -87.3 14.80 12.72 -0.17 -0.32  0.01  0.21  0.39
2014-05-26 09:32:53.90 37.459 -113.836 -0.16  eq -0.16  0.05  0.18 -105.5 -122.7 16.00 15.99 -0.60 -0.66 -0.58  0.00  0.15
2014-05-26 14:40:52.62 37.459 -113.839 -0.19  eq  0.09  0.48  0.54 -112.3 -134.9 15.78 15.68 -0.67 -0.63 -0.64  0.15  0.06
2014-05-29 18:51:11.21 36.815 -111.591 24.13  eq  0.15  0.55  0.49 -103.9 -124.4 16.31 15.12 -0.78 -0.61 -0.57 -0.16  0.20
2014-06-12 04:34:04.95 40.891 -111.683 11.91  eq -0.01  0.15  0.04 -146.1 -133.6 17.15 16.24 -0.31 -0.13 -0.14  0.14  0.30
2014-06-18 20:44:39.68 40.523 -112.168 -2.00  ex  0.02  0.33  0.20  -89.7 -103.0 13.36 12.90 -0.43 -0.27 -0.22  0.25  0.39
2014-06-24 21:52:28.04 41.154 -112.933 -1.50  ex  0.05  0.39  0.30  -98.7 -106.7 15.28 14.55 -0.51 -0.31 -0.20  0.28  0.63
2014-06-25 09:05:10.64 36.895 -112.552 17.76  eq  0.20  0.28  0.29 -118.1 -138.8 16.35 15.43 -0.80 -0.53 -0.48 -0.18  0.18
2014-06-25 21:40:36.10 36.898 -113.051 23.56  eq  0.14  0.34  0.33 -131.7 -141.5 16.80 15.51 -0.61 -0.41 -0.35 -0.07  0.14
2014-06-27 02:14:31.18 39.914 -111.981  9.26  eq  0.09  0.83  0.59 -125.1 -123.9 14.45 14.23 -0.22 -0.19 -0.15  0.24  0.24
2014-06-28 07:33:04.98 40.888 -111.538 11.91  eq  0.10  0.85  0.78 -104.0 -129.5 15.30 13.89 -0.50 -0.44 -0.32  0.25  0.34
2014-07-03 17:15:45.29 41.983 -112.359 10.84  eq  0.30  0.58  0.55 -119.8 -139.5 16.12 15.12 -0.50 -0.38 -0.32  0.11  0.35
2014-07-04 18:27:17.16 40.523 -112.163 -2.00  ex -0.12 -0.13 -0.04 -101.7 -130.5 14.17 13.10 -0.49 -0.43 -0.38  0.17  0.50
2014-07-07 18:08:24.34 41.163 -112.937 -1.50  ex  0.00  0.45  0.20  -85.9  -95.4 14.96 14.43 -0.66 -0.47 -0.27  0.40  0.76
2014-07-07 19:48:42.33 41.162 -112.936 -1.50  ex -0.07  0.24  0.05  -88.7 -127.3 16.07 14.17 -0.49 -0.24 -0.05  0.23  0.70
2014-07-09 17:28:14.28 41.142 -112.923 -1.50  ex  0.14  0.17  0.26  -84.6  -76.6 14.25 14.13 -0.97 -0.58 -0.38  0.06  0.77
2014-07-17 18:21:34.92 40.619 -109.537 -2.00  ex -0.20 -0.11 -0.26  -82.2 -102.2 15.21 13.49 -0.36 -0.32 -0.23  0.99  1.05
2014-07-28 18:05:11.75 41.146 -112.928 -1.50  ex  0.07  0.52  0.32  -71.8  -92.8 14.42 14.54 -0.56 -0.16 -0.12  0.30  0.76
2014-08-05 19:29:53.31 40.518 -112.156 -2.00  ex -0.01  0.22 -0.02  -79.0  -94.7 14.82 13.48 -0.04 -0.04 -0.11  0.12  0.23
2014-08-05 20:09:24.24 38.943 -112.885 -2.00  ex  0.22  0.50  0.29  -95.6  -99.3 13.94 14.02  0.12 -0.04  0.09  0.38  0.30
2014-08-11 17:35:41.85 41.151 -112.924 -1.50  ex  0.04  0.34  0.11  -80.8  -96.6 14.65 14.49 -0.49 -0.29 -0.31  0.60  0.78
2014-08-19 22:50:34.79 38.465 -113.061 -2.00  ex -0.12  0.15  0.02  -91.6 -100.8 13.43 14.11 -0.40  0.01  0.01 -0.03  0.32
2014-08-21 14:52:49.71 39.547 -112.221 -2.00  ex -0.06  0.16  0.00 -108.3 -111.2 13.95 13.80 -0.16 -0.23  0.11  0.32  0.51
2014-08-25 17:47:44.73 41.143 -112.920 -1.50  ex  0.02  0.22  0.32  -81.5  -98.3 15.76 14.16 -0.71 -0.30 -0.18  0.10  0.74
2014-08-25 19:09:49.27 41.155 -112.940 -1.50  ex -0.01  0.51  0.33  -73.6 -101.4 14.98 14.18 -0.64 -0.21 -0.15  0.25  0.77
2014-08-29 00:15:41.48 40.791 -111.650 12.38  eq  0.14  0.70  0.51 -135.0 -140.7 15.60 14.75 -0.28 -0.32 -0.25  0.04  0.08
2014-09-12 19:45:14.79 40.030 -111.739  2.70  eq -0.13  0.61  0.54  -95.8  -94.6 15.85 14.79 -0.30 -0.25 -0.23  0.05  0.15
2014-09-13 05:01:34.38 39.164 -111.657 21.88  eq  0.30  0.65  0.63 -121.8 -122.0 16.22 14.61 -0.59 -0.46 -0.40  0.15  0.38
2014-09-14 07:45:32.93 39.147 -111.669 17.12  eq  0.40  0.57  0.54 -121.1 -116.0 16.33 14.67 -0.63 -0.45 -0.40 -0.08  0.14
2014-09-17 20:59:36.50 40.583 -109.492 -2.00  ex -0.19  0.43  0.00 -106.1 -124.8 11.86 12.97 -0.48 -0.38 -0.52  0.35  0.44
2014-09-17 21:49:20.24 36.940 -112.415 21.80  eq  0.02  0.26  0.31  -90.7 -106.1 16.56 14.96 -0.69 -0.73 -0.65 -0.23  0.05
2014-09-29 18:16:56.47 40.556 -111.266 11.38  eq  0.04  0.47  0.47 -130.0 -133.1 15.52 15.17 -0.43 -0.29 -0.26  0.20  0.38
2014-09-29 19:10:12.31 40.563 -111.272 13.45  eq  0.14  0.67  0.56 -110.6 -139.9 15.16 14.76 -0.44 -0.34 -0.28  0.09  0.24
2014-10-17 07:27:18.37 36.959 -112.983 20.28  eq  0.30  0.68  0.56 -131.7 -138.2 16.69 16.14 -0.46 -0.29 -0.19  0.01  0.17
2014-10-27 22:18:01.56 40.612 -109.506 -2.00  ex -0.05 -0.07  0.07  -69.6  -86.2 15.89 13.89 -0.30 -0.28 -0.16  0.42  0.67
2014-11-05 17:14:55.71 36.988 -112.360 24.91  eq  0.03  0.41  0.40 -116.9 -114.6 16.83 15.17 -0.95 -0.65 -0.61 -0.26  0.04
2014-11-10 14:47:20.76 37.173 -114.021 11.25  eq  0.12  0.31  0.27 -143.6 -160.1 17.77 16.55 -0.60 -0.45 -0.38  0.01  0.20
2014-11-11 02:25:40.05 41.114 -111.601  8.37  eq -0.03  0.41  0.36 -108.0 -119.6 16.21 14.92 -0.72 -0.63 -0.37 -0.05  0.18
2014-11-13 21:02:13.65 38.965 -112.933 -2.00  ex  0.18  0.73  0.61  -82.1 -111.8 13.42 13.32 -0.21  0.13  0.07  0.16  0.50
2014-11-28 04:01:00.24 37.567 -112.282 15.60  eq  0.17  0.46  0.46 -100.4 -126.3 15.91 14.88 -0.62 -0.48 -0.38 -0.12  0.15
2014-12-06 00:04:22.75 40.819 -111.895 -2.00  ex -0.42 -0.02  0.17  -76.4 -102.5 13.10 12.55 -0.43 -0.21 -0.01  0.27  0.44
2014-12-22 23:27:51.92 36.864 -112.972 21.51  eq  0.92  1.14  1.10 -121.5 -132.8 17.15 16.22 -0.61 -0.50 -0.30 -0.19  0.12
2015-01-02 19:23:47.01 36.844 -112.399 19.05  eq  0.19  0.48  0.38 -112.0 -146.4 16.77 15.37 -0.79 -0.63 -0.56 -0.09  0.19
2015-01-03 18:02:51.59 39.385 -111.903 14.00  eq  0.11  0.44  0.37 -111.3 -133.0 15.89 15.21 -0.54 -0.47 -0.39  0.05  0.24
2015-01-19 17:48:59.80 38.943 -111.986  8.56  eq -0.03  0.47  0.40 -112.4 -139.9 16.68 14.63 -0.40 -0.29  0.01  0.05  0.26
2015-01-26 04:31:37.86 40.737 -111.521 11.55  eq -0.04  0.68  0.48 -119.2 -126.7 15.31 14.83 -0.47 -0.43 -0.39  0.13  0.22
2015-02-02 18:20:39.00 40.518 -112.168 -2.00  ex -0.05  0.63  0.17  -63.4  -92.3 13.28 12.25 -0.05 -0.31  0.06 -0.13 -0.00
2015-02-04 16:09:45.93 41.797 -112.804  5.19  eq  0.26  0.70  0.58 -123.6 -111.8 16.67 15.77 -0.61 -0.60 -0.52  0.19  0.29
2015-02-05 07:37:21.76 38.764 -112.117  5.36  eq  0.20  0.90  0.79 -127.4 -124.8 16.51 13.86 -0.26 -0.21 -0.19  0.03  0.03
2015-02-07 01:51:17.30 38.653 -112.524  9.21  eq  0.21  0.73  0.50 -108.5 -125.6 15.29 15.52 -0.36 -0.31 -0.24  0.32  0.46
2015-02-07 11:31:28.67 40.796 -111.562 11.53  eq -0.17  0.61  0.43 -113.2 -117.7 15.61 15.17 -0.34 -0.39 -0.33  0.13  0.18
2015-02-10 13:36:58.64 39.394 -112.128 13.20  eq  0.04  0.40  0.27 -122.1 -132.8 16.04 15.16 -0.43 -0.37 -0.25  0.09  0.23
2015-02-10 21:21:54.72 40.523 -112.163 -2.00  ex  0.02  0.55  0.10  -80.6  -80.4 13.50 13.87 -0.32 -0.07 -0.04  0.35  0.62
2015-02-14 01:07:39.74 37.402 -113.850  6.83  eq  0.12  0.48  0.50 -121.5 -138.2 16.63 15.67 -0.73 -0.60 -0.54 -0.04  0.06
2015-02-26 21:04:57.36 40.520 -112.164 -2.00  ex -0.58 -0.29 -0.30  -85.4 -130.1 14.86 13.28 -0.37 -0.10 -0.03  0.54  0.76
2015-03-12 20:13:45.22 40.596 -109.537 -2.00  ex -0.32 -0.40 -0.57  -69.3  -81.2 15.04 14.76 -0.57 -0.29 -0.24  0.80  1.14
2015-03-20 18:39:12.15 37.386 -112.458 -2.00  ex  0.03  0.50  0.08  -80.5 -107.0 13.04 12.50 -0.68 -0.38 -0.45  0.38  0.60
2015-03-23 18:07:34.04 40.521 -112.154 -2.00  ex -0.26  0.50  0.14  -80.9 -128.4 12.93 12.73 -0.32 -0.38 -0.14  0.36  0.56
2015-03-29 19:40:13.84 40.502 -112.137 -2.00  ex -0.05  1.16  0.63  -73.9 -134.6 12.09 11.91 -0.19 -0.06  0.17  0.02  0.33
2015-03-29 20:43:45.97 41.544 -111.731  9.30  eq  0.12  0.48  0.50 -107.4 -118.1 15.47 15.04 -0.53 -0.46 -0.27  0.13  0.20
2015-03-30 03:35:56.81 38.995 -111.363 -1.75 mis -0.97 -0.28 -0.24  -93.7 -104.1 15.76 13.91 -0.46 -0.36 -0.46  0.24  0.24
2015-04-11 20:49:31.26 40.804 -111.560 13.19  eq -0.03  0.82  0.59 -103.2 -114.5 15.09 14.80 -0.33 -0.38 -0.27  0.12  0.13
2015-04-13 18:05:01.73 40.523 -112.147 -2.00  ex -0.23  0.51  0.29  -79.0 -129.0 13.01 12.37 -0.22 -0.25 -0.06  0.43  0.51
2015-04-20 18:14:00.94 40.525 -112.148 -2.00  ex -0.12  0.13  0.48  -80.5 -109.1 14.40 12.16 -0.36 -0.07  0.19  0.29  0.69
2015-04-20 22:28:25.73 40.550 -109.500 -2.00  ex -0.30 -0.42 -0.36  -98.8 -110.4 14.10 13.71 -0.42 -0.25 -0.32  0.46  0.52
2015-04-20 22:28:25.77 40.566 -109.483 -2.00  ex -0.02  0.54 -0.05  -96.8 -111.4 12.81 13.61 -0.41 -0.26 -0.36  0.48  0.50
2015-04-28 19:04:12.51 40.504 -112.163 -2.00  ex -0.12  0.41  0.82  -87.4  -88.5 13.19 12.11  0.01  0.13  0.27  0.31  0.52
2015-05-01 07:28:44.50 40.515 -110.818 11.86  eq  0.12  0.57  0.67  -99.0 -126.5 16.12 15.21 -0.47 -0.29 -0.16 -0.09  0.25
2015-05-08 08:33:59.85 39.319 -111.109 -1.75 mis -0.31 -0.14 -0.02  -77.8  -88.0 13.88 13.46 -0.78 -0.44 -0.42  0.31  0.42
2015-05-09 17:41:45.74 40.846 -111.593 11.96  eq -0.05  0.31  0.14 -148.3 -154.2 16.85 16.23 -0.39 -0.31 -0.28  0.18  0.34
2015-05-15 17:15:44.32 40.823 -111.891 -2.00  ex -0.44 -0.17 -0.22  -54.4  -77.4 14.16 13.53 -0.47 -0.17 -0.21  0.13  0.36
2015-05-21 07:31:34.99 38.657 -112.545  9.55  eq  0.29  0.85  0.82 -124.3 -124.1 16.02 16.21 -0.51 -0.58 -0.54 -0.02  0.07
2015-05-21 21:08:42.92 40.529 -112.157 -2.00  ex  0.19  0.52  0.53  -79.1 -109.0 13.21 12.49 -0.34 -0.13 -0.00  0.23  0.36
2015-05-27 22:02:12.71 40.526 -112.147 -2.00  ex -0.27  0.01 -0.03 -104.8 -135.1 13.65 13.39 -0.52 -0.34 -0.11  0.53  0.94
2015-06-05 20:24:10.86 40.533 -112.149 -2.00  ex -0.11  0.25  0.01  -81.2  -98.7 14.40 13.64 -0.14 -0.03 -0.01  0.22  0.46
2015-06-08 18:00:29.21 41.143 -112.918 -1.50  ex  0.07  0.53  0.41  -90.7  -80.3 14.09 14.55 -0.61 -0.35 -0.37  0.41  0.76
2015-06-11 02:04:56.77 36.899 -112.973 23.00  eq  0.37  0.71  0.81 -124.6 -127.4 16.52 15.42 -0.69 -0.69 -0.51 -0.24  0.00
2015-06-23 10:27:48.63 40.492 -112.168 -2.00  ex  0.14  0.30  0.23 -102.0 -112.4 13.63 13.23 -0.35 -0.22 -0.08  0.10  0.27
2015-06-23 19:10:10.47 41.143 -112.923 -1.50  ex  0.07  0.28  0.29  -89.0  -97.0 14.43 14.20 -0.59 -0.27 -0.20  0.27  0.70
2015-06-26 23:20:28.89 39.887 -111.906  8.22  eq  0.21  0.91  0.82 -130.0 -120.2 15.67 14.68  0.47  0.28 -0.07  0.06  0.24
2015-06-29 21:22:10.11 40.504 -112.149 -2.00  ex -0.39  0.03  0.01  -76.6 -121.0 13.36 12.67 -0.36 -0.07 -0.00  0.01  0.49
2015-07-06 22:17:49.98 41.134 -112.903 -1.50  ex -0.03  0.33  0.21  -80.3 -103.9 15.11 13.98 -0.72 -0.32 -0.24  0.11  0.58
2015-07-07 17:45:18.24 41.142 -112.918 -1.50  ex -0.17  0.23  0.18  -87.9  -96.8 15.45 14.46 -0.54 -0.31 -0.21  0.40  0.73
2015-07-12 15:32:35.73 39.337 -111.901 15.37  eq -0.35  0.48  0.36 -108.6 -130.6 15.06 14.53 -0.59 -0.54 -0.38 -0.07  0.10
2015-07-15 21:28:40.39 39.532 -112.188 -2.00  ex  0.05 -0.07  0.61  -78.8 -116.5 14.35 12.14 -0.29 -0.29 -0.19  0.03  0.36
2015-07-21 20:17:55.24 41.146 -112.925 -1.50  ex -0.10  0.30  0.18 -105.6 -119.4 16.17 14.04 -0.46 -0.13 -0.08  0.23  0.71
2015-07-22 20:10:25.55 40.225 -113.249 -1.30  ex -0.21  0.31  0.17 -103.8  -77.1 14.50 13.03 -0.15  0.08  0.13  0.09  0.26
2015-07-29 18:22:23.98 41.056 -111.591 10.55  eq  0.08  0.64  0.49  -91.3 -120.1 14.24 15.03 -0.64 -0.72 -0.63  0.23  0.17
2015-07-29 22:10:18.00 40.623 -109.490 -2.00  ex -0.30  0.46 -0.36  -78.8 -108.8 12.72 13.89 -0.37 -0.40 -0.30  0.83  1.03
2015-08-06 15:07:42.08 37.292 -112.867 19.33  eq  0.35  0.67  0.64 -124.5 -129.3 16.58 15.23 -0.55 -0.47 -0.39 -0.14  0.15
2015-08-09 05:14:31.80 38.557 -112.225  7.81  eq  0.25  0.83  0.76 -114.1 -129.9 15.55 14.75 -0.46 -0.43 -0.34  0.05  0.22
2015-08-09 10:06:14.61 38.527 -112.233  5.25  eq  0.23  1.20  0.89 -121.7 -109.5 14.00 14.05 -0.52 -0.29 -0.19  0.06  0.14
2015-08-11 19:26:41.85 41.136 -112.920 -1.50  ex  0.11  0.37  0.24  -93.4  -83.8 14.59 14.19 -0.58 -0.37 -0.17  0.13  0.69
2015-08-13 13:35:39.83 37.738 -110.664 20.57  eq -0.29  0.04  0.02 -152.9 -163.6 16.38 15.70 -0.58 -0.45 -0.39  0.13  0.34
2015-08-15 10:10:52.18 37.768 -110.660 21.87  eq -0.45  0.49  0.23 -101.9 -134.0 15.67 15.30 -0.57 -0.39 -0.38  0.06  0.26
2015-08-17 00:25:00.92 39.153 -111.619 16.05  eq  0.14  0.51  0.66 -135.7 -122.6 16.62 14.38 -0.91 -0.69 -0.61 -0.20  0.02
2015-08-18 22:05:32.83 41.139 -112.909 -1.50  ex  0.06  0.39  0.30  -93.7 -114.3 15.04 14.43 -0.52 -0.13 -0.09  0.20  0.70
2015-08-19 22:16:31.53 41.138 -112.908 -1.50  ex -0.01  0.43  0.15  -80.4  -82.4 14.45 14.57 -0.53 -0.33 -0.31  0.49  0.79
2015-08-22 14:04:33.32 38.233 -111.305  8.48  eq  0.09  0.75  0.70 -118.4 -103.0 15.55 14.67 -0.41 -0.25 -0.17 -0.06  0.22
2015-08-24 20:48:24.88 41.135 -112.903 -1.50  ex  0.04  0.37  0.30  -99.9 -105.5 14.85 14.32 -0.46 -0.23 -0.11  0.25  0.64
2015-08-26 17:47:44.53 39.557 -112.200 -2.00  ex -0.12 -0.12  0.03  -79.4  -87.6 15.43 13.29 -0.45 -0.32 -0.05 -0.01  0.36
2015-08-27 19:37:09.35 40.217 -113.260 -1.30  ex  0.05  0.49  0.29  -85.1  -91.7 14.90 13.46 -0.20 -0.00  0.10  0.18  0.44
2015-08-31 02:50:43.09 42.139 -112.475  5.11  eq  0.19  0.82  0.61  -89.7 -116.4 15.73 14.44 -0.25 -0.19 -0.10  0.12  0.30
2015-09-01 21:31:28.05 41.139 -112.920 -1.50  ex  0.08  0.40  0.28  -87.4 -124.8 14.82 14.22 -0.42 -0.14 -0.13  0.24  0.62
2015-09-04 01:20:04.04 37.537 -112.312  7.43  eq -0.03  0.29  0.22 -142.4 -177.3 16.98 15.92 -0.44 -0.31 -0.25  0.12  0.32
2015-09-06 15:32:36.65 40.505 -112.148 -2.00  ex  0.02  0.23  0.37  -63.9  -85.4 14.75 12.37 -0.24 -0.05  0.29 -0.15  0.20
2015-09-07 01:34:08.41 41.663 -112.422  6.61  eq  0.03  0.58  0.59  -98.6 -111.8 15.59 14.96 -0.56 -0.57 -0.36  0.10  0.30
2015-09-10 23:27:53.52 36.967 -112.843 13.34  eq -0.08  0.31  0.15 -127.1 -124.5 16.19 15.09 -0.52 -0.35 -0.31 -0.03  0.15
2015-09-14 22:33:40.06 40.504 -112.181 -2.00  ex  0.06  0.25  0.70  -80.4 -103.7 13.53 12.11 -0.42 -0.36 -0.25  0.45  0.58
2015-09-15 14:34:50.13 38.675 -112.422  6.93  eq  0.09  0.67  0.66 -107.7 -128.3 14.95 13.94 -0.63 -0.51 -0.40  0.18  0.36
2015-09-21 20:12:05.10 39.535 -112.209 -2.00  ex -0.06  0.31  0.20  -71.2  -83.4 14.54 13.13 -0.21  0.10  0.34 -0.11  0.31
2015-09-21 21:20:17.61 38.453 -113.064 -2.00  ex  0.18  0.52  0.12  -78.7  -89.4 13.14 13.34 -0.43 -0.22 -0.34  0.60  0.60
2015-09-21 22:54:42.50 41.136 -112.912 -1.50  ex  0.12  0.54  0.45  -84.7  -97.3 14.64 14.26 -0.92 -0.38 -0.32  0.10  0.68
2015-09-24 23:18:39.07 40.617 -109.538 -2.00  ex -0.32 -0.18 -0.20 -106.6 -127.8 13.65 13.09 -0.28 -0.18 -0.22  0.53  0.57
2015-09-30 22:10:02.17 39.623 -112.203 -2.00  ex -0.40 -0.24 -0.34  -86.5 -100.1 14.13 13.33 -0.27 -0.04  0.15  0.16  0.60
2015-10-01 23:17:13.00 38.605 -112.046 11.33  eq  0.20  0.63  0.54 -115.1 -132.0 16.73 15.24 -0.34 -0.27 -0.21  0.01  0.14
2015-10-06 22:02:10.40 40.525 -112.169 -2.00  ex  0.15  0.52  0.41  -84.6  -93.1 13.38 12.45 -0.25 -0.05  0.01  0.63  0.77
2015-10-13 01:02:14.31 40.607 -109.531 -2.00  ex -0.40 -0.46 -0.36 -101.4 -103.6 14.19 13.66 -0.46 -0.42 -0.32  0.66  0.98
2015-10-31 21:18:19.42 40.519 -112.154 -2.00  ex  0.02  0.18  0.39  -76.1 -123.3 13.15 12.31 -0.52 -0.30 -0.05  0.09  0.49
2015-11-01 06:35:12.20 37.005 -112.372 14.80  eq -0.23  0.25  0.13 -131.7 -142.9 16.72 15.30 -0.43 -0.28 -0.25  0.09  0.31
2015-11-05 22:17:01.19 40.626 -109.459 -2.00  ex -0.07 -0.16 -0.16  -93.9 -132.4 14.20 13.62 -0.29 -0.17 -0.31  0.60  0.66
2015-11-08 09:49:55.09 40.427 -109.203 27.17  eq  0.18  0.51  0.55 -110.3 -116.0 16.66 15.84 -0.87 -0.58 -0.45 -0.19  0.26
2015-11-13 20:59:20.18 40.608 -109.479 -2.00  ex -0.17 -0.18 -0.30  -91.8 -128.6 13.88 14.03 -0.36 -0.28 -0.22  0.67  0.88
2015-11-21 11:30:59.74 38.060 -112.167  8.35  eq  0.04  0.40  0.22 -133.5 -141.6 16.53 15.75 -0.47 -0.30 -0.32  0.01  0.16
2015-11-21 19:04:54.77 40.531 -112.167 -2.00  ex -0.32  0.16 -0.13  -67.9  -78.6 13.06 12.72 -0.19 -0.05  0.16  0.40  0.60
2015-11-25 17:20:26.24 39.968 -111.844 10.17  eq -0.09  0.59  0.49 -107.8 -115.6 15.20 14.59 -0.34 -0.33 -0.22  0.08  0.08
2015-12-03 16:59:49.70 39.552 -112.201 -2.00  ex  0.01  0.30 -0.05  -73.5  -85.4 14.10 13.98  0.20 -0.02  0.06  0.28  0.38
2015-12-06 09:40:42.37 39.227 -110.458 13.58  eq -0.11  0.20  0.24 -125.1 -137.3 16.56 15.37 -0.54 -0.52 -0.34 -0.01  0.16
2015-12-15 09:44:56.88 37.008 -112.863 18.37  eq -0.34 -0.13 -0.14 -128.9 -117.9 16.31 15.63 -0.46 -0.26 -0.20 -0.03  0.20
2015-12-17 21:18:20.19 38.614 -112.052 11.62  eq  0.38  0.77  0.55 -107.7 -115.6 15.84 14.79 -0.47 -0.39 -0.26 -0.04  0.13
2015-12-19 12:22:48.71 41.929 -112.361  9.33  eq  0.58  1.11  0.69  -94.0 -114.8 16.11 15.18 -0.31 -0.14 -0.11 -0.03  0.22
2016-01-01 21:31:15.08 40.616 -109.496 -2.00  ex -0.07 -0.26 -0.23 -111.3 -119.0 15.83 14.18 -0.50 -0.30 -0.17  0.60  0.96
2016-01-06 22:24:36.61 40.503 -112.155 -2.00  ex -0.13  0.17  0.16  -80.6  -94.2 14.23 13.14 -0.19 -0.14  0.19  0.07  0.37
2016-01-11 23:19:46.99 40.471 -111.989 -2.00  ex -0.74  0.48 -0.05  -51.9  -78.8 13.01 14.28  0.02  0.22  0.23  0.48  0.83
2016-01-12 23:19:53.06 40.620 -109.503 -2.00  ex -0.10 -0.30  0.03  -77.6 -116.0 14.98 13.05 -0.48 -0.25 -0.28  0.16  0.54
2016-01-17 18:56:00.10 38.135 -113.040  8.04  eq  0.22  0.48  0.42 -126.3 -145.6 16.57 15.99 -0.54 -0.44 -0.33  0.09  0.31
2016-01-19 12:30:40.70 37.493 -113.915  4.94  eq  0.03  0.53  0.39 -130.7 -140.3 17.15 15.97 -0.45 -0.33 -0.21  0.15  0.36
2016-01-22 00:10:38.39 36.879 -113.475 17.16  eq  0.20  0.33  0.22 -141.4 -144.6 17.47 16.04 -0.48 -0.33 -0.24  0.03  0.33
2016-01-27 00:33:31.74 40.505 -112.168 -2.00  ex -0.10  0.31  0.20  -77.7  -98.1 14.32 12.54 -0.20 -0.05  0.05  0.20  0.39
2016-01-29 23:23:59.88 40.502 -111.394 10.93  eq  0.01  0.30  0.22 -124.9 -148.0 16.58 15.79 -0.36 -0.31 -0.21  0.17  0.34
2016-01-29 23:35:53.28 40.502 -111.395  9.24  eq  0.09  0.50  0.41  -93.4 -117.9 14.74 15.26 -0.49 -0.49 -0.35  0.11  0.23
2016-02-06 00:33:04.42 37.147 -112.743 17.96  eq  0.15  0.25  0.18 -126.0 -133.0 16.79 15.96 -0.43 -0.28 -0.26  0.10  0.26
2016-02-06 16:52:24.66 37.932 -110.858 11.44  eq -0.28  0.23  0.24 -137.0 -140.7 16.44 15.07 -0.68 -0.54 -0.47 -0.03  0.17
2016-02-11 22:07:45.75 40.493 -112.182 -2.00  ex -0.18  0.25  0.39  -82.4 -119.7 13.60 12.07 -0.06 -0.02  0.08  0.28  0.39
2016-02-20 21:22:06.80 37.994 -112.262  8.20  eq  0.08  0.62  0.50 -117.6 -131.2 16.13 15.34 -0.47 -0.37 -0.27  0.06  0.22
2016-02-21 18:49:17.35 38.003 -112.266  5.96  eq -0.06  0.35  0.21 -136.8 -151.4 17.15 16.15 -0.41 -0.29 -0.21  0.02  0.24
2016-02-21 18:55:32.75 37.996 -112.255  8.59  eq  0.02  0.43  0.32 -119.7 -130.3 16.70 15.63 -0.41 -0.31 -0.20  0.00  0.15
2016-02-23 09:54:28.57 39.398 -111.906 15.00  eq  0.14  0.52  0.42 -120.0 -130.9 16.13 14.77 -0.46 -0.44 -0.34  0.05  0.23
2016-02-26 21:55:40.54 40.615 -109.495 -2.00  ex -0.14 -0.23 -0.29 -105.4 -112.5 14.66 13.92 -0.29 -0.17 -0.05  0.40  0.73
2016-03-03 08:22:43.19 37.275 -112.862 19.48  eq -0.05  0.54  0.42 -111.1 -135.6 16.03 15.51 -0.44 -0.32 -0.23  0.01  0.13
2016-03-08 23:22:18.59 40.520 -112.161 -2.00  ex -0.36  0.12  0.01 -110.3 -141.5 13.37 12.76 -0.18  0.10  0.23  0.35  0.68
