    Date      Time       Elat     Elon    Dep  Tag    F01    F02    F03    F04    F05    F06    F07    F08    F09    F10    F11    F12    F13
2017-08-22 03:13:29.60  38.679  -112.527   8.8  eq   0.03      X   0.81      X  -87.2      X  15.08      X      X      X      X      X      X
2017-08-22 23:55:15.70  40.505  -112.168  -2.0  ex   0.29   0.93   0.90  -71.6  -85.5  12.51  12.04      X      X      X      X      X      X
2017-08-23 20:53:58.13  41.141  -112.919  -1.5  ex  -0.02   0.25   0.10  -93.2  -85.1  14.53  14.39  -0.02   0.07      X      X      X   0.73
2017-08-23 22:00:12.58  40.391  -111.947  -2.0  ex   0.16      X      X      X      X      X      X      X      X      X      X      X      X
2017-08-24 02:06:39.71  37.553  -113.055   5.4  eq   0.04   0.67   0.58 -109.3 -125.9  14.77  14.64      X  -0.22  -0.19  -0.17      X  -0.38
2017-08-24 18:10:33.18  38.144  -113.128  10.3  eq   0.12   2.55   0.86  -65.3 -112.6  12.78  14.31      X      X      X      X      X      X
2017-08-24 20:08:43.17  40.388  -111.960  -2.0  ex  -0.12   0.24      X  -75.3      X  13.05      X      X      X      X      X      X      X
2017-08-25 18:17:28.83  40.008  -111.803  -2.0  ex  -0.77      X  -0.10      X  -73.5      X  11.99      X      X      X      X      X      X
2017-08-26 13:01:37.41  40.724  -111.802  -2.0  ex      X      X      X      X      X      X      X      X      X      X      X      X      X
2017-08-26 16:00:09.34  37.497  -112.492  12.4  eq   0.11   0.69   0.69 -108.2 -128.8  15.79  14.86      X  -0.17  -0.01  -0.02      X  -0.18
2017-08-28 19:57:23.22  40.818  -111.897  -2.0  ex  -0.79  -0.86  -0.10  -40.7  -84.7  14.69  13.37      X      X      X      X      X      X
2017-08-29 01:23:19.62  41.004  -110.841  20.7  eq   0.13      X   0.56      X -125.9      X  15.04      X      X      X      X      X  -0.09
2017-08-29 09:41:54.17  39.522  -111.987  11.9  eq      X   0.67   0.56 -101.9 -133.8  14.98  14.21   0.21   0.07  -0.03   0.02   0.02   0.03
2017-08-29 20:18:01.07  39.534  -112.229  -2.0  ex  -0.29      X   0.40      X  -68.7      X  11.87      X      X      X      X      X      X
2017-08-29 22:14:54.12  40.502  -112.150  -2.0  ex  -0.05   0.02   0.93  -77.7 -140.5  13.65  11.70      X   0.12   0.25   0.49  -0.15   0.08
2017-08-30 11:09:22.32  38.463  -112.815   3.8  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2017-08-30 19:59:09.35  41.603  -112.253  -2.0  ex      X      X      X      X      X      X      X      X      X      X      X      X      X
2017-08-31 05:19:58.44  37.430  -113.122  11.7  eq  -0.74      X  -0.10      X -112.0      X  15.11      X      X      X      X      X  -0.51
2017-08-31 05:25:57.68  37.430  -113.125  11.1  eq   0.02      X   0.55      X -146.4      X  13.79      X      X      X      X      X      X
2017-08-31 05:26:49.34  37.428  -113.123   9.3  eq   0.67      X      X      X      X      X      X      X      X      X      X      X      X
2017-08-31 05:30:51.63  37.431  -113.124  11.5  eq      X      X   1.44      X -108.9      X  15.02      X      X      X      X      X  -0.18
2017-08-31 05:30:57.65  37.433  -113.125  11.1  eq  -0.35      X   0.23      X -106.2      X  14.31      X      X      X      X      X  -0.45
2017-08-31 05:39:36.70  37.431  -113.125  11.0  eq  -0.24      X   0.30      X -123.9      X  14.69      X      X      X      X      X  -0.58
2017-08-31 21:51:03.12  40.389  -111.963  -2.0  ex  -0.25      X   0.25      X  -95.5      X  12.52      X      X      X      X      X      X
2017-09-01 22:00:54.47  40.478  -112.001  -2.0  ex  -0.53      X      X      X      X      X      X      X      X      X      X      X      X
2017-09-02 14:38:54.60  41.661  -111.661  15.6  eq      X      X   0.79      X -116.1      X  14.49      X      X      X      X      X      X
2017-09-02 20:06:00.23  38.312  -108.894   2.4  eq  -0.44   0.17   0.12 -129.5 -121.4  15.79  15.22  -0.25  -0.22  -0.24  -0.19  -0.44  -0.37
2017-09-04 23:57:34.01  38.469  -112.814   5.3  eq   0.67      X      X      X      X      X      X      X      X      X      X      X      X
2017-09-07 00:02:34.48  41.046  -111.669  -2.0  ex   0.11   0.70   0.26  -79.2  -86.6  12.36  14.11  -0.28      X      X      X      X      X
2017-09-07 16:44:45.67  40.398  -111.952  -2.0  ex  -0.35  -0.23      X  -22.1      X  13.98      X      X      X      X      X      X      X
2017-09-07 19:57:28.13  40.510  -112.164  -2.0  ex      X  -0.18   0.30  -39.6  -99.6  13.18  12.50      X      X      X      X      X      X
2017-09-13 19:58:42.89  39.548  -112.207  -2.0  ex  -0.10   0.05  -0.07  -59.1  -92.9  14.44  13.24      X   0.22   0.29   0.52      X   0.07
2017-09-14 11:58:46.64  37.562  -112.506  15.7  eq   0.22   0.79   0.64  -93.0 -132.5  15.40  14.85  -0.21  -0.29  -0.28  -0.18  -0.07  -0.12
2017-09-14 15:43:48.66  41.675  -111.640  10.2  eq   0.05      X   0.83      X -106.0      X  16.86      X      X      X      X      X   0.07
2017-09-14 20:44:03.07  41.597  -112.224  -2.0  ex      X      X      X      X      X      X      X      X      X      X      X      X      X
2017-09-15 17:12:45.70  40.477  -112.003  -2.0  ex  -0.43      X   0.17      X  -86.8      X  12.98      X      X      X      X      X      X
2017-09-17 21:01:31.03  40.522  -112.173  -2.0  ex  -0.10   0.15   0.44  -83.7 -126.7  13.68  12.18      X   0.19      X      X      X   0.49
2017-09-18 17:04:07.46  37.027  -113.550  -2.0  ex  -0.50   0.22  -0.11  -61.7 -119.0  12.12  12.51      X      X      X      X      X   0.32
2017-09-18 17:21:18.46  40.701  -111.609  11.0  eq   0.04   0.17   0.08 -159.8 -177.1  16.95  16.42  -0.05  -0.07  -0.04  -0.02  -0.07  -0.04
2017-09-18 18:42:12.64  40.691  -111.614   8.8  eq   0.08      X      X      X      X      X      X      X      X      X      X      X      X
2017-09-22 20:52:43.68  38.447  -113.109  -2.0  ex      X      X      X      X      X      X      X      X      X      X      X      X      X
2017-09-23 12:44:35.08  40.731  -111.773  -2.0  ex      X      X      X      X      X      X      X      X      X      X      X      X      X
2017-09-23 12:55:38.59  37.001  -112.891  18.3  eq  -0.23      X   0.14      X -135.5      X  14.78      X      X      X      X      X  -0.48
2017-09-24 04:39:31.91  38.597  -112.064  13.4  eq   0.19      X      X      X      X      X      X      X      X      X      X      X      X
2017-09-24 14:05:48.29  38.308  -108.895   2.5  eq  -0.41   0.06   0.16 -108.7 -118.4  15.27  15.37  -0.25  -0.28  -0.28  -0.30  -0.35  -0.24
2017-09-25 21:55:33.46  40.474  -112.003  -2.0  ex  -0.02   0.75   0.42  -90.3 -105.2  12.75  13.60      X   0.36      X      X      X      X
2017-09-26 23:04:01.12  41.046  -111.666  -2.0  ex      X      X      X      X      X      X      X      X      X      X      X      X      X
2017-09-27 22:25:05.28  40.235  -111.900  -2.0  ex  -0.09   0.73  -0.08  -33.0  -37.6  12.12  12.49      X      X      X      X      X      X
2017-09-28 16:32:04.35  41.076  -111.569  -2.0  ex  -0.38      X      X      X      X      X      X      X      X      X      X      X      X
2017-09-29 01:27:15.99  38.921  -111.937  10.6  eq   0.16   0.49   0.40 -137.3 -146.3  15.86  14.84  -0.04  -0.13  -0.06  -0.04  -0.04   0.03
2017-09-29 09:36:16.47  41.269  -111.773  12.5  eq      X      X   0.61      X -121.0      X  14.37      X      X      X      X      X      X
2017-09-29 22:46:06.63  40.006  -111.802  -2.0  ex  -0.69      X   0.28      X  -91.5      X  11.74      X      X      X      X      X      X
2017-09-30 16:20:05.19  41.059  -111.656  -2.0  ex      X      X      X      X      X      X      X      X      X      X      X      X      X
2017-10-03 16:38:33.32  39.999  -111.760   8.7  eq  -0.03   0.59   0.58 -107.6 -130.6  15.49  14.79      X   0.12   0.03  -0.01      X  -0.01
2017-10-03 23:00:42.38  38.460  -113.103  -2.0  ex      X      X      X      X      X      X      X      X      X      X      X      X      X
2017-10-03 23:21:44.93  37.038  -112.877  16.4  eq  -0.57      X      X      X      X      X      X      X      X      X      X      X      X
2017-10-04 10:12:08.79  37.037  -112.880  16.3  eq  -0.49      X      X      X      X      X      X      X      X      X      X      X      X
2017-10-05 02:46:37.62  37.041  -112.881  17.0  eq  -0.06      X   0.45      X -109.3      X  14.94      X      X      X      X      X  -0.36
2017-10-05 17:40:03.38  39.539  -112.206  -2.0  ex  -0.12   0.06   0.07  -80.6 -118.8  14.05  12.69   0.11   0.18   0.31   0.22  -0.28  -0.07
2017-10-06 00:39:10.38  39.449  -111.672  12.0  eq      X   0.67   0.58  -93.9 -105.4  14.87  14.26      X      X   0.01   0.03      X      X
2017-10-06 00:41:03.52  40.476  -111.996  -2.0  ex  -0.20   0.98      X -101.3      X  12.08      X      X      X      X      X   0.61      X
2017-10-06 19:00:56.69  40.507  -112.164  -2.0  ex   0.21   0.52   0.43  -71.3  -90.3  13.25  13.13      X   0.13      X      X      X      X
2017-10-06 20:44:13.24  40.821  -111.884  -2.0  ex  -0.15      X      X      X      X      X      X      X      X      X      X      X      X
2017-10-06 22:41:25.72  37.043  -112.880  15.7  eq  -0.61      X      X      X      X      X      X      X      X      X      X      X      X
2017-10-07 06:44:22.21  37.103  -112.889  12.7  eq  -0.19      X   0.25      X -145.2      X  14.17      X      X      X      X      X      X
2017-10-07 12:53:27.68  40.729  -111.778  -2.0  ex  -0.07      X      X      X      X      X      X      X      X      X      X      X      X
2017-10-07 14:18:19.14  38.036  -113.126  12.0  eq      X   0.78      X  -79.4      X  14.79      X      X      X      X      X      X  -0.39
2017-10-10 09:30:24.94  37.422  -113.131  10.6  eq      X      X   0.55      X -100.7      X  14.66      X      X      X      X      X  -0.58
2017-10-10 10:11:11.09  37.425  -113.117  11.2  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2017-10-10 23:03:10.60  38.448  -113.102  -2.0  ex      X      X      X      X      X      X      X      X      X      X      X      X      X
2017-10-11 20:08:21.35  41.345  -112.014  -2.0  ex  -0.19      X   0.26      X -110.3      X  12.11      X      X      X      X      X      X
2017-10-12 18:13:30.98  38.483  -112.849  -1.3 gis      X      X      X      X      X      X      X      X      X      X      X      X      X
2017-10-12 21:04:03.92  40.587  -109.518  -2.0  ex  -0.35  -0.30  -0.57 -108.1 -123.7  13.35  13.41   0.03  -0.01   0.08   0.00   0.48   0.47
2017-10-15 20:47:31.89  40.503  -112.138  -2.0  ex  -0.06   0.80   0.42  -74.1 -111.6  12.46  11.99   0.30   0.19   0.33   0.58  -0.09   0.18
2017-10-16 23:25:47.26  38.450  -113.112  -2.0  ex      X      X  -0.07      X  -51.6      X  12.02      X      X      X      X      X      X
2017-10-18 20:21:23.84  41.531  -112.280   5.5  eq      X      X   0.84      X -151.2      X  14.05      X      X      X      X      X      X
2017-10-18 21:18:03.46  39.550  -112.207  -2.0  ex  -0.12  -0.06   0.22  -58.7 -110.1  15.15  12.20      X   0.09   0.17   0.28      X  -0.17
2017-10-18 23:33:06.39  37.016  -113.550  -2.0  ex  -0.63      X  -0.05      X -105.2      X  12.82      X      X      X      X      X   0.64
2017-10-19 05:31:15.42  41.064  -112.016   9.9  eq   0.24   0.71   0.64 -102.3 -131.7  14.27  14.15      X   0.24   0.30   0.34      X   0.04
2017-10-19 23:25:04.43  38.445  -113.066  -2.0  ex      X   0.11   0.19  -40.5 -114.4  14.17  12.23      X   0.27   0.28      X      X   0.17
2017-10-21 07:55:01.94  36.831  -112.880  21.2  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2017-10-22 20:26:49.51  40.508  -112.160  -2.0  ex  -0.06   0.09   0.56  -76.2 -122.7  13.22  11.96      X   0.28   0.42   0.66      X   0.35
2017-10-23 15:42:13.80  38.028  -113.119  14.1  eq      X      X   0.44      X -113.3      X  15.26      X      X      X      X      X  -0.14
2017-10-23 23:39:32.34  40.827  -111.887  -2.0  ex   0.06   0.82   0.32  -75.2 -114.5  12.34  12.61      X      X      X      X      X   0.41
2017-10-24 02:11:36.39  37.430  -113.122  10.9  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2017-10-24 02:19:59.99  37.427  -113.122  11.8  eq      X      X   0.35      X -121.2      X  15.41      X      X      X      X      X      X
2017-10-25 02:16:43.47  40.876  -110.904  23.1  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2017-10-26 17:45:48.63  40.379  -111.943  -2.0  ex      X      X   0.42      X  -82.8      X  13.57      X      X      X      X      X      X
2017-10-27 01:58:00.58  38.436  -112.808   4.6  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2017-10-27 17:07:14.49  41.058  -111.673  -2.0  ex      X      X      X      X      X      X      X      X      X      X      X      X      X
2017-10-27 21:13:28.40  39.221  -111.569  16.9  eq   0.17   0.59   0.72 -108.5 -133.7  16.78  14.24      X  -0.22   0.03  -0.01      X   0.00
2017-10-28 13:21:48.83  40.725  -111.794  -2.0  ex  -0.08      X   0.19      X  -81.7      X  12.54      X      X      X      X      X      X
2017-10-28 23:49:20.58  38.428  -112.806   4.4  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2017-10-29 01:14:30.07  38.440  -112.828   5.0  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2017-10-29 18:54:45.20  37.151  -112.994  21.5  eq  -0.21      X   0.68      X -109.7      X  15.06      X      X      X      X      X  -0.19
2017-10-30 09:48:49.42  37.582  -113.019  11.3  eq      X      X   0.53      X -128.2      X  14.10      X      X      X      X      X      X
2017-10-31 00:56:31.58  38.449  -113.114  -2.0  ex      X  -0.54  -0.64  -67.2  -92.6  13.91  12.97      X      X   0.19      X      X   0.05
2017-11-01 00:22:31.37  40.489  -111.998  -2.0  ex  -0.29      X      X      X      X      X      X      X      X      X      X      X      X
2017-11-01 09:06:36.08  36.864  -112.500  18.1  eq      X      X   0.08      X -131.8      X  14.58      X      X      X      X      X  -0.51
2017-11-01 15:55:05.89  40.754  -111.458   9.6  eq   0.00      X      X      X      X      X      X      X      X      X      X      X      X
2017-11-01 15:58:43.62  40.761  -111.453  13.4  eq  -0.13   0.42   0.36 -108.5 -126.1  15.41  15.61  -0.00  -0.06  -0.12  -0.09  -0.15  -0.21
2017-11-01 16:01:32.29  40.760  -111.457  13.0  eq   0.06   0.45   0.47 -112.4 -113.7  15.11  15.36      X   0.11  -0.00  -0.02      X  -0.20
2017-11-01 23:00:19.74  40.504  -112.172  -2.0  ex  -0.28   0.24   0.31  -50.6 -110.8  13.24  11.87      X      X   0.45   0.48      X   0.16
2017-11-02 22:58:52.90  40.469  -111.994  -2.0  ex  -0.19   1.28      X -102.8      X  11.80      X      X      X      X      X      X      X
2017-11-03 09:34:29.96  38.140  -112.867   8.6  eq      X   0.74   0.60  -79.2 -123.4  15.87  15.76      X  -0.02  -0.10  -0.11      X  -0.40
2017-11-03 19:28:54.13  40.824  -111.887  -2.0  ex  -0.34      X   0.04      X -109.0      X  12.29      X      X      X      X      X      X
2017-11-04 06:08:15.63  40.563  -112.030  10.4  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2017-11-08 00:15:07.26  38.447  -113.100  -2.0  ex      X      X   0.06      X  -66.6      X  12.25      X      X      X      X      X      X
2017-11-08 22:29:51.69  39.527  -112.178  -2.0  ex      X   0.51   0.07  -38.3 -117.8  13.07  11.76      X      X      X      X      X      X
2017-11-09 18:02:10.16  41.559  -111.930  -2.0  ex      X      X      X      X      X      X      X      X      X      X      X      X      X
2017-11-09 21:00:14.48  39.551  -112.203  -2.0  ex   0.00   0.13   0.73  -43.5  -87.8  13.97  11.66      X   0.20   0.11   0.39      X  -0.15
2017-11-11 07:53:29.81  36.931  -113.014  20.9  eq   0.14      X   0.52      X -128.4      X  14.98      X      X      X      X      X      X
2017-11-11 14:10:00.50  40.723  -111.795  -2.0  ex   0.17      X      X      X      X      X      X      X      X      X      X      X      X
2017-11-12 21:56:33.58  40.519  -112.168  -2.0  ex   0.11   0.06   1.33  -54.7 -134.5  13.62  11.27      X      X      X      X      X   0.20
2017-11-13 00:31:41.15  41.490  -111.758  11.0  eq  -0.08   0.54   0.31  -97.3 -107.2  15.74  14.63  -0.15  -0.18  -0.15  -0.14  -0.23  -0.19
2017-11-13 00:34:58.65  41.487  -111.755  11.0  eq   0.09   0.58   0.57 -103.9 -111.0  15.35  14.63      X  -0.21  -0.19  -0.15      X  -0.09
2017-11-13 08:00:18.38  41.491  -111.757  11.7  eq   0.03   0.39   0.30 -122.8 -136.4  15.56  15.20  -0.07  -0.12  -0.08  -0.11  -0.20  -0.14
2017-11-13 23:54:32.60  41.342  -112.019  -2.0  ex  -0.30   0.42   0.12  -64.2 -119.0  13.01  12.19      X      X      X      X      X      X
2017-11-14 19:02:19.35  40.809  -111.872  -2.0  ex      X      X      X      X      X      X      X      X      X      X      X      X      X
2017-11-15 09:21:52.86  37.566  -113.329   8.5  eq      X   0.69   0.66 -113.3 -113.9  16.50  15.57   0.13  -0.05  -0.05   0.05  -0.19  -0.33
